Id_article;Id_obs;Authors;Title;DOI;Year_of_publication;Experiment_period;Experiment_year;Country;Continent;Study_site;Latitude;Longitude;Geocoordinates;Climate_zone;Soil_type_WRB_USDA;Soil_texture;Soil_pH;Greenhouse;Organic_ferti;Mineral_ferti;Nitrogen_rate;Fert;Herbicide;Insecticide;Fungicide;Pesticide;Irrigation;Intercropping_design;Intercropping_pattern;AF;Additional_factor;Crop_1_Common_Name;Crop_1_Scientific_Name;Crop_1_Variety;Crop_2_Common_Name;Crop_2_Scientific_Name;Crop_2_Variety;Comb_dur;Comb_gf;Comb_Nf;Comb_met;C1_yield_sole;C1_yield_intercrop;C2_yield_sole;C2_yield_intercropped;Yield_total_intercropping_calc;Yield_unit;Yield_measure;Data_location;LER_crop1;LER_crop2;LER_tot;LER_crop_1_calc;LER_crop_2_calc;LER_tot_calc
5;31;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2007;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Row;no;Density 50/50;Tomato;Solanum lycopersicum L.;NA;Okra;Abelmoschus esculentus (L.) Moench;NA;an-an;no-no;no-no;c3-c3;17798.6;8268.58;6730.99;3623.49;11892.07;kg/ha;NA;Table 2;0.465;0.538;1.003;0.46;0.54;1
5;32;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2008;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Row;no;Density 50/50;Tomato;Solanum lycopersicum L.;NA;Okra;Abelmoschus esculentus (L.) Moench;NA;an-an;no-no;no-no;c3-c3;14909.69;6528.15;7184.66;3773.41;10301.56;kg/ha;NA;Table 2;0.438;0.525;0.963;0.44;0.53;0.96
5;33;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2007;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Strip;no;Density 33/67;Tomato;Solanum lycopersicum L.;NA;Okra;Abelmoschus esculentus (L.) Moench;NA;an-an;no-no;no-no;c3-c3;17798.6;4745.78;6730.99;2435.79;7181.57;kg/ha;NA;Table 2;0.267;0.362;0.629;0.27;0.36;0.63
5;34;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2008;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Strip;no;Density 33/67;Tomato;Solanum lycopersicum L.;NA;Okra;Abelmoschus esculentus (L.) Moench;NA;an-an;no-no;no-no;c3-c3;14909.69;3970.5;7184.66;2589.02;6559.52;kg/ha;NA;Table 2;0.266;0.36;0.627;0.27;0.36;0.63
5;35;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2007;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Strip;no;Density 67/33;Tomato;Solanum lycopersicum L.;NA;Okra;Abelmoschus esculentus (L.) Moench;NA;an-an;no-no;no-no;c3-c3;17798.6;12729.17;6730.99;5598.27;18327.44;kg/ha;NA;Table 2;0.715;0.832;1.547;0.72;0.83;1.55
5;36;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2008;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Strip;no;Density 67/33;Tomato;Solanum lycopersicum L.;NA;Okra;Abelmoschus esculentus (L.) Moench;NA;an-an;no-no;no-no;c3-c3;14909.69;10957.93;7184.66;5295.03;16252.96;kg/ha;NA;Table 2;0.735;0.737;1.472;0.73;0.74;1.47
5;37;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2007;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Row;no;Density 50/50;Tomato;Solanum lycopersicum L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;20127.88;9784.89;1705.65;958.68;10743.57;kg/ha;NA;Table 5;0.486;0.562;1.048;0.49;0.56;1.05
5;38;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2008;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Row;no;Density 50/50;Tomato;Solanum lycopersicum L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;15636.82;7086.24;1972.88;1191.43;8277.67;kg/ha;NA;Table 5;0.453;0.604;1.057;0.45;0.6;1.06
5;39;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2007;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Strip;no;Density 33/67;Tomato;Solanum lycopersicum L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;20127.88;6249.3;1705.65;776.68;7025.98;kg/ha;NA;Table 5;0.31;0.455;0.766;0.31;0.46;0.77
5;40;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2008;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Strip;no;Density 33/67;Tomato;Solanum lycopersicum L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;15636.82;4765.05;1972.88;894.34;5659.39;kg/ha;NA;Table 5;0.305;0.453;0.758;0.3;0.45;0.76
5;41;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2007;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Strip;no;Density 67/33;Tomato;Solanum lycopersicum L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;20127.88;15373.87;1705.65;1394.38;16768.25;kg/ha;NA;Table 5;0.764;0.818;1.581;0.76;0.82;1.58
5;42;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2008;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Strip;no;Density 67/33;Tomato;Solanum lycopersicum L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;15636.82;10700.31;1972.88;1496.02;12196.33;kg/ha;NA;Table 5;0.684;0.758;1.443;0.68;0.76;1.44
5;43;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2007;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Row;no;Density 50/50;Okra;Abelmoschus esculentus (L.) Moench;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;7277.57;3579.31;1754.67;884;4463.31;kg/ha;NA;Table 8;0.492;0.504;0.996;0.49;0.5;1
5;44;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2008;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Row;no;Density 50/50;Okra;Abelmoschus esculentus (L.) Moench;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;7903.25;4180.26;1946.39;958.67;5138.93;kg/ha;NA;Table 8;0.529;0.493;1.021;0.53;0.49;1.02
5;45;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2007;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Strip;no;Density 33/67;Okra;Abelmoschus esculentus (L.) Moench;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;7277.57;2394.25;1754.67;658.58;3052.83;kg/ha;NA;Table 8;0.329;0.375;0.704;0.33;0.38;0.7
5;46;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2008;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Strip;no;Density 33/67;Okra;Abelmoschus esculentus (L.) Moench;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;7903.25;2809.29;1946.39;682.65;3491.94;kg/ha;NA;Table 8;0.355;0.351;0.706;0.36;0.35;0.71
5;47;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2007;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Strip;no;Density 67/33;Okra;Abelmoschus esculentus (L.) Moench;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;7277.57;5053.83;1754.67;1354;6407.83;kg/ha;NA;Table 8;0.694;0.772;1.466;0.69;0.77;1.47
5;48;Adeniyi OR;Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea);10.5897/AJPS.9000070;2011;2007-2008;2008;Nigeria;Sub-Saharan Africa;Agricultural Research Farm of Adeyemi College of Education;7.0833333;4.91666666666666;Exact;Aw;NA;Sandy loam (SL);5.5;no;no;no;0;no;no;yes;no;yes;NA;Replacement;Strip;no;Density 67/33;Okra;Abelmoschus esculentus (L.) Moench;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;7903.25;5540.09;1946.39;1492.87;7032.96;kg/ha;NA;Table 8;0.701;0.767;1.468;0.7;0.77;1.47
6;49;Ahmed, M., Ishtiaque, S., Sarker, M.M.R., Khan, A.S.M.M.R., Choudhury, A.K., Hasan, M.K., Hossain, F., Paul, S.K., Islam, M.U.;Hybrid Maize and Chilli Intercropping in the Hilly Areas of Bandarban;10.3329/baj.v19i1.29869;2016;2014-2015;2014-2015;Bangladesh;South Asia;On-Farm Research Division (OFRD), Bandarban;23.987217;90.408747;Estimated;Aw;NA;NA;NA;no;no;yes;370;yes;NA;NA;NA;NA;yes;Replacement;Strip;no;Single row maize (150 cm x 25cm) + 3 rows chilli (50 cm x 40 cm);Maize;Zea mays L.;NA;Pepper;Capsicum annuum L.;NA;an-an;no-no;no-no;c4-c3;9.63;6.48;9.52;7.96;14.44;t/ha;Grain yield;Table 1 and 2;0.673;0.836;1.509;0.67;0.84;1.51
6;50;Ahmed, M., Ishtiaque, S., Sarker, M.M.R., Khan, A.S.M.M.R., Choudhury, A.K., Hasan, M.K., Hossain, F., Paul, S.K., Islam, M.U.;Hybrid Maize and Chilli Intercropping in the Hilly Areas of Bandarban;10.3329/baj.v19i1.29869;2016;2014-2015;2014-2015;Bangladesh;South Asia;On-Farm Research Division (OFRD), Bandarban;23.987217;90.408747;Estimated;Aw;NA;NA;NA;no;no;yes;370;yes;NA;NA;NA;NA;yes;Replacement;Strip;no;Single row maize (100 cm x 25 cm) + 2 rows chilli (50 cm x 40 cm);Maize;Zea mays L.;NA;Pepper;Capsicum annuum L.;NA;an-an;no-no;no-no;c4-c3;9.63;7.56;9.52;5.43;12.99;t/ha;Grain yield;Table 1 and 2;0.785;0.57;1.355;0.79;0.57;1.36
7;51;Al-Dalain, S.A.;Effect of Intercropping of Zea Maize with Potato Solanum tuberosum, L. on Potato Growth and on the Productivity and Land Equivalent Ratio of Potato and Zea Maize;aj.2009.164.170;2009;2006-2008;2006-2008;Jordan;Middle East & North Africa;South region of the Dead sea, in the Jordan valley (350 rn below sea leve!).;32.024841;35.716869;Estimated;BSk;NA;Loamy sand (LS);7.4;no;yes;yes;Unclear;yes;NA;NA;NA;NA;NA;Additive;Mixed;no;Potato 4.76 and zea maize 4.76 plant m-2;Potato;Solanum tuberosum L.;NA;Maize;Zea mays L.;NA;per-an;no-no;no-no;c3-c4;35.5;16.7;21;19.3;36;t/ha;NA;Table 3 and 4;0.47;0.91;1.38;0.47;0.92;1.39
7;52;Al-Dalain, S.A.;Effect of Intercropping of Zea Maize with Potato Solanum tuberosum, L. on Potato Growth and on the Productivity and Land Equivalent Ratio of Potato and Zea Maize;aj.2009.164.170;2009;2006-2008;2006-2008;Jordan;Middle East & North Africa;South region of the Dead sea, in the Jordan valley (350 rn below sea leve!).;32.024841;35.716869;Estimated;BSk;NA;Loamy sand (LS);7.4;no;yes;yes;Unclear;yes;NA;NA;NA;NA;NA;Additive;Mixed;no;Potato 4.76 and zea maize 3.57 plant m-2;Potato;Solanum tuberosum L.;NA;Maize;Zea mays L.;NA;per-an;no-no;no-no;c3-c4;35.5;21;21;16.8;37.8;t/ha;NA;Table 3 and 4;0.59;0.8;1.39;0.59;0.8;1.39
7;53;Al-Dalain, S.A.;Effect of Intercropping of Zea Maize with Potato Solanum tuberosum, L. on Potato Growth and on the Productivity and Land Equivalent Ratio of Potato and Zea Maize;aj.2009.164.170;2009;2006-2008;2006-2008;Jordan;Middle East & North Africa;South region of the Dead sea, in the Jordan valley (350 rn below sea leve!).;32.024841;35.716869;Estimated;BSk;NA;Loamy sand (LS);7.4;no;yes;yes;Unclear;yes;NA;NA;NA;NA;NA;Additive;Mixed;no;Potato 4.76 and zea maize 2.38 plant m-2;Potato;Solanum tuberosum L.;NA;Maize;Zea mays L.;NA;per-an;no-no;no-no;c3-c4;35.5;29.5;21;14.5;44;t/ha;NA;Table 3 and 4;0.83;0.69;1.52;0.83;0.69;1.52
8;54;Ali Qasim, S., Akbar Anjum, M., Hussain, S., Ahmad, S., Qasim, S.A., Anjum, M.A., Hussain, S., Ahmad, S., Ali Qasim, S., Akbar Anjum, M., Hussain, S., Ahmad, S.;Effect of pea intercropping on biological efficiencies and economics of some non-legume winter vegetables;ISSN: 0552-9034;2013;2010-2012;2010-2012;Pakistan;South Asia;Vegetable Research Area, Department of Horticulture, Bahauddin Zakariya University, Multan, Pakistan;30.257494;71.514811;Estimated;BWh;NA;Loam (L);8.03;no;no;yes;90;yes;NA;NA;NA;yes;yes;Replacement;Row;no;NA;Garlic;Allium sativum L.;NA;Pea;Pisum sativum L.;NA;an-an;no-no;no-yes;c3-c3;6.4;2.19;3.66;3.49;5.68;t/ha;Bulb yield, Curd yield, Pod yield & root yield;Table 2;0.342;0.954;1.296;0.34;0.95;1.3
8;55;Ali Qasim, S., Akbar Anjum, M., Hussain, S., Ahmad, S., Qasim, S.A., Anjum, M.A., Hussain, S., Ahmad, S., Ali Qasim, S., Akbar Anjum, M., Hussain, S., Ahmad, S.;Effect of pea intercropping on biological efficiencies and economics of some non-legume winter vegetables;ISSN: 0552-9034;2013;2010-2012;2010-2012;Pakistan;South Asia;Vegetable Research Area, Department of Horticulture, Bahauddin Zakariya University, Multan, Pakistan;30.257494;71.514811;Estimated;BWh;NA;Loam (L);8.03;no;no;yes;90;yes;NA;NA;NA;yes;yes;Replacement;Row;no;NA;Turnip;Brassica rapa L.;rapa L.;Pea;Pisum sativum L.;NA;an-an;no-no;no-yes;c3-c3;28.83;20.45;3.66;2.25;22.7;t/ha;Bulb yield, Curd yield, Pod yield & root yield;Table 2;0.709;0.615;1.324;0.71;0.61;1.32
8;56;Ali Qasim, S., Akbar Anjum, M., Hussain, S., Ahmad, S., Qasim, S.A., Anjum, M.A., Hussain, S., Ahmad, S., Ali Qasim, S., Akbar Anjum, M., Hussain, S., Ahmad, S.;Effect of pea intercropping on biological efficiencies and economics of some non-legume winter vegetables;ISSN: 0552-9034;2013;2010-2012;2010-2012;Pakistan;South Asia;Vegetable Research Area, Department of Horticulture, Bahauddin Zakariya University, Multan, Pakistan;30.257494;71.514811;Estimated;BWh;NA;Loam (L);8.03;no;no;yes;90;yes;NA;NA;NA;yes;yes;Replacement;Row;no;NA;Cabbage;Brassica oleracea L.;botrytis;Pea;Pisum sativum L.;NA;per-an;no-no;no-yes;c3-c3;28.61;20.6;3.66;1.41;22.01;t/ha;Bulb yield, Curd yield, Pod yield & root yield;Table 2;0.72;0.385;1.105;0.72;0.39;1.11
9;57;Alves de Araujo Hendges, Ana Regia and Guimaraes, Marcelo de Almeida and Dovale Silva, Julio Cesar and Lima Neto, Benedito Pereira;﻿Agronomic performance and biological efficiency of kale intercropped with spice species;10.1590/1983-21252019v32n102rc;2019;2015;2015;Brazil;Latin America & Caribbean;﻿Diadactic Horta, Department of Plant Science, Federal University of Ceará (UFC), Fortaleza, CE, Brazil;-3.74;-38.5763888888888;Exact;As;NA;NA;6.3;no;yes;no;Unclear;yes;no;no;no;no;yes;Additive;Row;no;NA;Cabbage;Brassica oleracea L.;acephala DC.;Basil;Ocimum basilicum L.;NA;per-an;no-no;no-no;c3-c3;3233.3;947.2;21022.1;16128.9;17076.1;kg/ha;Fresh weight;Figure 2 and Table 1;NA;NA;NA;0.29;0.77;1.06
9;58;Alves de Araujo Hendges, Ana Regia and Guimaraes, Marcelo de Almeida and Dovale Silva, Julio Cesar and Lima Neto, Benedito Pereira;﻿Agronomic performance and biological efficiency of kale intercropped with spice species;10.1590/1983-21252019v32n102rc;2019;2015;2015;Brazil;Latin America & Caribbean;﻿Diadactic Horta, Department of Plant Science, Federal University of Ceará (UFC), Fortaleza, CE, Brazil;-3.74;-38.5763888888888;Exact;As;NA;NA;6.3;no;yes;no;Unclear;yes;no;no;no;no;yes;Additive;Strip;no;NA;Cabbage;Brassica oleracea L.;acephala DC.;Chive;Allium fistulosum L.;NA;per-an;no-no;no-no;c3-c3;3233.3;1163.4;10600;9710;10873.4;kg/ha;Fresh weight;Figure 2 and Table 1;NA;NA;NA;0.36;0.92;1.28
9;59;Alves de Araujo Hendges, Ana Regia and Guimaraes, Marcelo de Almeida and Dovale Silva, Julio Cesar and Lima Neto, Benedito Pereira;﻿Agronomic performance and biological efficiency of kale intercropped with spice species;10.1590/1983-21252019v32n102rc;2019;2015;2015;Brazil;Latin America & Caribbean;﻿Diadactic Horta, Department of Plant Science, Federal University of Ceará (UFC), Fortaleza, CE, Brazil;-3.74;-38.5763888888888;Exact;As;NA;NA;6.3;no;yes;no;Unclear;yes;no;no;no;no;yes;Additive;Strip;no;NA;Cabbage;Brassica oleracea L.;acephala DC.;Coriander;Coriandrum sativum L.;NA;per-an;no-no;no-no;c3-c3;3233.3;2630.6;37558;36245.8;38876.4;kg/ha;Fresh weight;Figure 2 and Table 1;NA;NA;NA;0.81;0.97;1.78
9;60;Alves de Araujo Hendges, Ana Regia and Guimaraes, Marcelo de Almeida and Dovale Silva, Julio Cesar and Lima Neto, Benedito Pereira;﻿Agronomic performance and biological efficiency of kale intercropped with spice species;10.1590/1983-21252019v32n102rc;2019;2015;2015;Brazil;Latin America & Caribbean;﻿Diadactic Horta, Department of Plant Science, Federal University of Ceará (UFC), Fortaleza, CE, Brazil;-3.74;-38.5763888888888;Exact;As;NA;NA;6.3;no;yes;no;Unclear;yes;no;no;no;no;yes;Additive;Strip;no;NA;Cabbage;Brassica oleracea L.;acephala DC.;Parsley;Petroselinum crispum (Mill.) Nyman ex A.W. Hill;NA;per-an;no-no;no-no;c3-c3;3233.3;5761.1;9433.3;9710;15471.1;kg/ha;Fresh weight;Figure 2 and Table 1;NA;NA;NA;1.78;1.03;2.81
10;61;Amin, Md. Hafiz All and Sumi, Sumaia and Jutidamrongphan, Warangkana and Techato, Kua-anan;Economic potentiality of colocasia esculenta l. under multipurpose tree-based agroforestry systems;10.35495/ajab.2021.01.059;2022;2019;2019;Bangladesh;South Asia;Agroforestry and Environment Research Farm of Hajee Mohammad Danesh Science and Technology University, Dinajpur;25.2166667;88.3833333333333;Exact;Cwa;NA;Sandy loam (SL);5.1;no;yes;yes;110;yes;NA;NA;NA;NA;yes;NA;NA;yes;NA;Taro;Colocasia esculenta (L.) Schott;NA;China berry tree;Melia azedarach L.;NA;per-per;no-tree;no-no;c3-c3;9.78;7.35;NA;NA;NA;t/ha;NA;Table 6;NA;NA;NA;0.75;NA;NA
10;62;Amin, Md. Hafiz All and Sumi, Sumaia and Jutidamrongphan, Warangkana and Techato, Kua-anan;Economic potentiality of colocasia esculenta l. under multipurpose tree-based agroforestry systems;10.35495/ajab.2021.01.059;2022;2019;2019;Bangladesh;South Asia;Agroforestry and Environment Research Farm of Hajee Mohammad Danesh Science and Technology University, Dinajpur;25.2166667;88.3833333333333;Exact;Cwa;NA;Sandy loam (SL);5.1;no;yes;yes;111;yes;NA;NA;NA;NA;yes;NA;NA;yes;NA;Taro;Colocasia esculenta (L.) Schott;NA;Albizia;Albizia lebbeck (L.) Benth.;NA;per-per;no-tree;no-yes;c3-c3;9.78;10;NA;NA;NA;t/ha;NA;Table 6;NA;NA;NA;1.02;NA;NA
10;63;Amin, Md. Hafiz All and Sumi, Sumaia and Jutidamrongphan, Warangkana and Techato, Kua-anan;Economic potentiality of colocasia esculenta l. under multipurpose tree-based agroforestry systems;10.35495/ajab.2021.01.059;2022;2019;2019;Bangladesh;South Asia;Agroforestry and Environment Research Farm of Hajee Mohammad Danesh Science and Technology University, Dinajpur;25.2166667;88.3833333333333;Exact;Cwa;NA;Sandy loam (SL);5.1;no;yes;yes;112;yes;NA;NA;NA;NA;yes;NA;NA;yes;NA;Taro;Colocasia esculenta (L.) Schott;NA;Leucena;Leucaena leucocephala (Lam.) de Wit;NA;per-per;no-tree;no-yes;c3-c3;9.78;3.39;NA;NA;NA;t/ha;NA;Table 6;NA;NA;NA;0.35;NA;NA
11;64;Anjum, M.A., Qasim, S.A., Ahmad, S., HUSSAIN, S.;Assessment of advantages of pea and non-legume winter vegetable intercropping systems through competition and economic indices;10.1017/S0014479714000337;2015;2010–2012;2010–2012;Pakistan;South Asia;Multan, Pakistan;30.265703;71.504721;Estimated;BWh;NA;Loam (L);8.03;no;no;yes;90;yes;NA;NA;NA;yes;yes;Additive;Mixed;no;NA;Pea;Pisum sativum L.;NA;Garlic;Allium sativum L.;NA;an-an;no-no;yes-no;c3-c3;3.66;3.49;6.4;2.19;5.68;t/ha;Marketable yield;Table 1 and 2;0.95;0.34;1.29;0.95;0.34;1.3
11;65;Anjum, M.A., Qasim, S.A., Ahmad, S., HUSSAIN, S.;Assessment of advantages of pea and non-legume winter vegetable intercropping systems through competition and economic indices;10.1017/S0014479714000337;2015;2010–2012;2010–2012;Pakistan;South Asia;Multan, Pakistan;30.265703;71.504721;Estimated;BWh;NA;Loam (L);8.03;no;no;yes;90;yes;NA;NA;NA;yes;yes;Additive;Mixed;no;NA;Pea;Pisum sativum L.;NA;Turnip;Brassica rapa L.;NA;an-an;no-no;yes-no;c3-c3;3.66;2.25;28.83;20.45;22.7;t/ha;Marketable yield;Table 1 and 2;0.61;0.71;1.32;0.61;0.71;1.32
11;66;Anjum, M.A., Qasim, S.A., Ahmad, S., HUSSAIN, S.;Assessment of advantages of pea and non-legume winter vegetable intercropping systems through competition and economic indices;10.1017/S0014479714000337;2015;2010–2012;2010–2012;Pakistan;South Asia;Multan, Pakistan;30.265703;71.504721;Estimated;BWh;NA;Loam (L);8.03;no;no;yes;90;yes;NA;NA;NA;yes;yes;Additive;Mixed;no;NA;Pea;Pisum sativum L.;NA;Cabbage;Brassica oleracea L.;botrytis;an-per;no-no;yes-no;c3-c3;3.66;1.41;28.61;20.6;22.01;t/ha;Marketable yield;Table 1 and 2;0.39;0.7;1.09;0.39;0.72;1.11
13;67;Asten, P.J.A. Van, Wairegi, L.W.I., Mukasa, D., Uringi, N.O.;Agronomic and economic benefits of coffee-banana intercropping in Uganda's smallholder farming systems;10.1016/j.agsy.2010.12.004;2011;2006-2007;2006-2007;Uganda;Sub-Saharan Africa;Mbale, Manafwa, Sironko and Budada districts;-0.0166667;30.2666666666666;Exact;Aw;NA;Sandy clay loam (SCL);NA;no;yes;NA;NA;yes;NA;NA;NA;yes;NA;NA;NA;yes;NA;Coffee arabica;Coffea arabica L.;NA;Banana;Musa sp.;NA;per-per;tree-no;no-no;c3-c3;1.23;1.18;14.82;20.19;21.37;t/ha;green bean (C1) & fresh fruit (C2);Table 1;0.959;1.362;2.322;0.96;1.36;2.32
13;68;Asten, P.J.A. Van, Wairegi, L.W.I., Mukasa, D., Uringi, N.O.;Agronomic and economic benefits of coffee-banana intercropping in Uganda's smallholder farming systems;10.1016/j.agsy.2010.12.004;2011;2006-2007;2006-2007;Uganda;Sub-Saharan Africa;Masaka Rakai and Bushenyi districts;-0.0166667;30.2666666666666;Exact;Aw;NA;Multiple soil textures;NA;no;yes;NA;NA;yes;NA;NA;NA;yes;NA;NA;NA;no;NA;Coffee robusta;Coffea canephora Pierre ex Froehner;NA;Banana;Musa sp.;NA;per-per;no-no;no-no;c3-c3;1.25;1.09;15.04;8.89;9.98;t/ha;green bean (C1) & fresh fruit (C2);Table 1;0.872;0.591;1.463;0.87;0.59;1.46
