system,mean,mean+se,se
Cc: pigeon pea in fallow. Fallow (12/1999-10/2001); M-F (12/2001-4/2002); M-F (12/2002-4/2003); fallow (12/2023-10/2005); M-F (12/2005-4/2006); M-F (12/2006-4/2007), 0.7115384615384617, 1.0192307692307683,0.307692308
SsCc: 1:1 mixtures of sesbania + pigeon pea in fallow. Fallow (12/1999-10/2001); M-F (12/2001-4/2002); M-F (12/2002-4/2003); fallow (12/2023-10/2005); M-F (12/2005-4/2006); M-F (12/2006-4/2007),0.865384615, 1.153846153846155,0.288461538
Tv: tephrosia in fallow. Fallow (12/1999-10/2001); M-F (12/2001-4/2002); M-F (12/2002-4/2003); fallow (12/2023-10/2005); M-F (12/2005-4/2006); M-F (12/2006-4/2007) , 0.5384615384615383, 0.6730769230769216,0.134615385
SsTv: 1:1 mixtures of sesbania + tephrosia in fallow. Fallow (12/1999-10/2001); M-F (12/2001-4/2002); M-F (12/2002-4/2003); fallow (12/2023-10/2005); M-F (12/2005-4/2006); M-F (12/2006-4/2007), 0.5961538461538467, 0.7884615384615383,0.192307692
Ss: sesbania in fallow. Fallow (12/1999-10/2001); M-F (12/2001-4/2002); M-F (12/2002-4/2003); fallow (12/2023-10/2005); M-F (12/2005-4/2006); M-F (12/2006-4/2007) , 0.6153846153846168, 0.7692307692307683,0.153846154
MVF: mixed vegetation fallow. The mixed vegetation fallow consisted of natural regenerations of native legume and grass species. Continuously cropped monoculture maize receiving the recommended fertilizer rate served as the control since it represents a s, 0.21153846153846168, 0.23076923076922995,0.019230769
M + F: monoculture maize receiving recommended fertilizer. M+F (12/1999-10/2001); M+F (12/2001-4/2002); M+F (12/2002-4/2003); M+F (12/2023-10/2005); M+F (12/2005-4/2006); M+F (12/2006-4/2007), 2.3076923076923084,2.711538462,0.403846154
