ref	Subject	Data_source	Year	Site	Coordinates	Climat_Koppen	rainfall_type	Study_type	Crop	CT_type	CA_type1	Herbicide_on_CA	Altitude	Soil_NRCS	Texture	Initial_soil_C	Actual_rainfall	Average_rainfall	Average_Temp	Legume_rotation	Legume_intercropping	Years_CA	Initial_mulch	Mulch_type	Applied_N_CT	Applied_P_CT	Applied_N_CA	Applied_P_CA	Id	Grain_yield_CT	Grain_yield_CA	CA_type	n	CTstdev	lsd	cv	CT_SEM	CT_SED	poidsv	poidsn	logratio	Id1	Applied_N	Applied_P	ordre
51	247	Thierfelder et al. (2013)IJAS	2010	Balaka District, Malawi	"14o59' S; 34o58' E"	Cwa	unimodal	on-farm	maize	ridge 	no-tillage	Y	622	Sand	Coarse texture	?	?	800	21,2	N	N	3	2750	gramineae	69	9,2	69	9,2	6	2606	3269	NT+M-IR	4	586,90				415	0,1913	0,8756	0,098441	51-6	69	9,170305677	484
51	248	Thierfelder et al. (2013)IJAS	2009	Research Station, Chitedze, Malawi	"13o58' S; 33o39' E"	Cwa	unimodal	on-station	maize	ridge 	no-tillage	N	1145	Sandy clay loam	Coarse texture	?	?	830	19,8	N	N	2	0	no mulch	0	0	0	0	7	2420	1667	NT-M-IR	4	384,67				272	0,2022	0,8756	-0,161880	51-7	0	0	485
51	248	Thierfelder et al. (2013)IJAS	2010	Research Station, Chitedze, Malawi	"13o58' S; 33o39' E"	Cwa	unimodal	on-station	maize	ridge 	no-tillage	N	1145	Sandy clay loam	Coarse texture	?	?	830	19,8	N	N	3	0	no mulch	0	0	0	0	9	2522	1942	NT-M-IR	4	586,90				415	0,1091	0,8756	-0,113496	51-9	0	0	486
51	249	Thierfelder et al. (2013)IJAS	2009	Research Station, Chitedze, Malawi	"13o58' S; 33o39' E"	Cwa	unimodal	on-station	maize	ridge 	no-tillage	N	1145	Sandy clay loam	Coarse texture	?	?	830	19,8	N	N	2	2750	gramineae	0	0	0	0	7	2420	2379	NT+M-IR	4	384,67				272	0,3087	0,8756	-0,007421	51-7	0	0	487
51	249	Thierfelder et al. (2013)IJAS	2010	Research Station, Chitedze, Malawi	"13o58' S; 33o39' E"	Cwa	unimodal	on-station	maize	ridge 	no-tillage	N	1145	Sandy clay loam	Coarse texture	?	?	830	19,8	N	N	3	2750	gramineae	0	0	0	0	9	2522	2648	NT+M-IR	4	586,90				415	0,1537	0,8756	0,021173	51-9	0	0	488
51	250	Thierfelder et al. (2013)IJAS	2009	Research Station, Chitedze, Malawi	"13o58' S; 33o39' E"	Cwa	unimodal	on-station	maize	ridge 	no-tillage	N	1145	Sandy clay loam	Coarse texture	?	?	830	19,8	N	N	2	0	no mulch	69	9,2	69	9,2	8	4199	3372	NT-M-IR	4	384,67				272	0,7415	0,8756	-0,095258	51-8	69	9,170305677	489
51	250	Thierfelder et al. (2013)IJAS	2010	Research Station, Chitedze, Malawi	"13o58' S; 33o39' E"	Cwa	unimodal	on-station	maize	ridge 	no-tillage	N	1145	Sandy clay loam	Coarse texture	?	?	830	19,8	N	N	3	0	no mulch	69	9,2	69	9,2	10	4990	4828	NT-M-IR	4	586,90				415	0,5548	0,8756	-0,014333	51-10	69	9,170305677	490
51	251	Thierfelder et al. (2013)IJAS	2009	Research Station, Chitedze, Malawi	"13o58' S; 33o39' E"	Cwa	unimodal	on-station	maize	ridge 	no-tillage	N	1145	Sandy clay loam	Coarse texture	?	?	830	19,8	N	N	2	2750	gramineae	69	9,2	69	9,2	8	4199	4314	NT+M-IR	4	384,67				272	0,9712	0,8756	0,011734	51-8	69	9,170305677	491
51	251	Thierfelder et al. (2013)IJAS	2010	Research Station, Chitedze, Malawi	"13o58' S; 33o39' E"	Cwa	unimodal	on-station	maize	ridge 	no-tillage	N	1145	Sandy clay loam	Coarse texture	?	?	830	19,8	N	N	3	2750	gramineae	69	9,2	69	9,2	10	4990	5079	NT+M-IR	4	586,90				415	0,5838	0,8756	0,007678	51-10	69	9,170305677	492
51	252	Thierfelder et al. (2013)IJAS	2009	Research Station, Chitedze, Malawi	"13o58' S; 33o39' E"	Cwa	unimodal	on-station	maize	ridge 	no-tillage	Y	1145	Sandy clay loam	Coarse texture	?	?	830	19,8	N	N	2	2750	gramineae	69	9,2	69	9,2	8	4199	4321	NT+M-IR	4	384,67				272	0,9727	0,8756	0,012438	51-8	69	9,170305677	493
51	252	Thierfelder et al. (2013)IJAS	2010	Research Station, Chitedze, Malawi	"13o58' S; 33o39' E"	Cwa	unimodal	on-station	maize	ridge 	no-tillage	Y	1145	Sandy clay loam	Coarse texture	?	?	830	19,8	N	N	3	2750	gramineae	69	9,2	69	9,2	10	4990	5524	NT+M-IR	4	586,90				415	0,6318	0,8756	0,044153	51-10	69	9,170305677	494
51	253	Thierfelder et al. (2013)IJAS	2009	Barue District, Mozambique	"18o07' S; 33o11' E"	Cwa	unimodal	on-farm	maize	hoe	no-tillage	N	590	Clay loam	Medium texture	?	?	1590	22,2	N	N	2	0	no mulch	0	0	0	0	13	2937	1974	NT-M-IR	4	384,67				272	0,2879	0,8756	-0,172557	51-13	0	0	495
51	253	Thierfelder et al. (2013)IJAS	2010	Barue District, Mozambique	"18o07' S; 33o11' E"	Cwa	unimodal	on-farm	maize	hoe	no-tillage	N	590	Clay loam	Medium texture	?	?	1590	22,2	N	N	3	0	no mulch	0	0	0	0	15	2630	1272	NT-M-IR	4	586,90				415	0,0604	0,8756	-0,315469	51-15	0	0	496
51	254	Thierfelder et al. (2013)IJAS	2008	Barue District, Mozambique	"18o07' S; 33o11' E"	Cwa	unimodal	on-farm	maize	hoe	no-tillage	N	590	Clay loam	Medium texture	?	?	1590	22,2	N	N	1	?	gramineae	0	0	0	0	11	1001	894	NT+M-IR	4	159,81				113	0,2763	0,8756	-0,049097	51-11	0	0	497
51	254	Thierfelder et al. (2013)IJAS	2009	Barue District, Mozambique	"18o07' S; 33o11' E"	Cwa	unimodal	on-farm	maize	hoe	no-tillage	N	590	Clay loam	Medium texture	?	?	1590	22,2	N	N	2	?	gramineae	0	0	0	0	13	2937	2283	NT+M-IR	4	384,67				272	0,3485	0,8756	-0,109398	51-13	0	0	498
51	254	Thierfelder et al. (2013)IJAS	2010	Barue District, Mozambique	"18o07' S; 33o11' E"	Cwa	unimodal	on-farm	maize	hoe	no-tillage	N	590	Clay loam	Medium texture	?	?	1590	22,2	N	N	3	?	gramineae	0	0	0	0	15	2630	1774	NT+M-IR	4	586,90				415	0,0997	0,8756	-0,171002	51-15	0	0	499
51	255	Thierfelder et al. (2013)IJAS	2008	Barue District, Mozambique	"18o07' S; 33o11' E"	Cwa	unimodal	on-farm	maize	hoe	no-tillage	N	590	Clay loam	Medium texture	?	?	1590	22,2	N	N	1	0	no mulch	58	10,5	58	10,5	12	1247	1153	NT-M-IR	4	159,81				113	0,4454	0,8756	-0,034037	51-12	58	10,48034934	500
51	255	Thierfelder et al. (2013)IJAS	2009	Barue District, Mozambique	"18o07' S; 33o11' E"	Cwa	unimodal	on-farm	maize	hoe	no-tillage	N	590	Clay loam	Medium texture	?	?	1590	22,2	N	N	2	0	no mulch	58	10,5	58	10,5	14	4099	3411	NT-M-IR	4	384,67				272	0,7374	0,8756	-0,079796	51-14	58	10,48034934	501
51	255	Thierfelder et al. (2013)IJAS	2010	Barue District, Mozambique	"18o07' S; 33o11' E"	Cwa	unimodal	on-farm	maize	hoe	no-tillage	N	590	Clay loam	Medium texture	?	?	1590	22,2	N	N	3	0	no mulch	58	10,5	58	10,5	16	4057	2910	NT-M-IR	4	586,90				415	0,2576	0,8756	-0,144312	51-16	58	10,48034934	502
51	256	Thierfelder et al. (2013)IJAS	2008	Barue District, Mozambique	"18o07' S; 33o11' E"	Cwa	unimodal	on-farm	maize	hoe	no-tillage	N	590	Clay loam	Medium texture	?	?	1590	22,2	N	N	1	?	gramineae	58	10,5	58	10,5	12	1247	1409	NT+M-IR	4	159,81				113	0,5419	0,8756	0,053045	51-12	58	10,48034934	503
51	256	Thierfelder et al. (2013)IJAS	2009	Barue District, Mozambique	"18o07' S; 33o11' E"	Cwa	unimodal	on-farm	maize	hoe	no-tillage	N	590	Clay loam	Medium texture	?	?	1590	22,2	N	N	2	?	gramineae	58	10,5	58	10,5	14	4099	3328	NT+M-IR	4	384,67				272	0,7160	0,8756	-0,090495	51-14	58	10,48034934	504
51	256	Thierfelder et al. (2013)IJAS	2010	Barue District, Mozambique	"18o07' S; 33o11' E"	Cwa	unimodal	on-farm	maize	hoe	no-tillage	N	590	Clay loam	Medium texture	?	?	1590	22,2	N	N	3	?	gramineae	58	10,5	58	10,5	16	4057	4168	NT+M-IR	4	586,90				415	0,3894	0,8756	0,011723	51-16	58	10,48034934	505
51	257	Thierfelder et al. (2013)IJAS	2008	Barue District, Mozambique	"18o07' S; 33o11' E"	Cwa	unimodal	on-farm	maize	hoe	no-tillage	Y	590	Clay loam	Medium texture	?	?	1590	22,2	N	N	1	?	gramineae	58	10,5	58	10,5	12	1247	1029	NT+M-IR	4	159,81				113	0,3915	0,8756	-0,083451	51-12	58	10,48034934	506
51	257	Thierfelder et al. (2013)IJAS	2009	Barue District, Mozambique	"18o07' S; 33o11' E"	Cwa	unimodal	on-farm	maize	hoe	no-tillage	Y	590	Clay loam	Medium texture	?	?	1590	22,2	N	N	2	?	gramineae	58	10,5	58	10,5	14	4099	3808	NT+M-IR	4	384,67				272	0,8349	0,8756	-0,031981	51-14	58	10,48034934	507
51	257	Thierfelder et al. (2013)IJAS	2010	Barue District, Mozambique	"18o07' S; 33o11' E"	Cwa	unimodal	on-farm	maize	hoe	no-tillage	Y	590	Clay loam	Medium texture	?	?	1590	22,2	N	N	3	?	gramineae	58	10,5	58	10,5	16	4057	4057	NT+M-IR	4	586,90				415	0,3792	0,8756	0,000000	51-16	58	10,48034934	508
51	258	Thierfelder et al. (2013)IJAS	2009	Hwedza District, Zimbabwe	"18o22' S; 31o21' E"	Cwa	unimodal	on-farm	maize	plow	basins	N	1427	Sand	Coarse texture	?	?	786	17,7	N	N	2	0	no mulch	0	0	0	0	17	866	867	NT-M-IR	4	384,67				272	0,0403	0,8756	0,000501	51-17	0	0	509
51	258	Thierfelder et al. (2013)IJAS	2010	Hwedza District, Zimbabwe	"18o22' S; 31o21' E"	Cwa	unimodal	on-farm	maize	plow	basins	N	1427	Sand	Coarse texture	?	?	786	17,7	N	N	3	0	no mulch	0	0	0	0	19	370	307	NT-M-IR	4	586,90				415	0,0026	0,8756	-0,081063	51-19	0	0	510
51	259	Thierfelder et al. (2013)IJAS	2009	Hwedza District, Zimbabwe	"18o22' S; 31o21' E"	Cwa	unimodal	on-farm	maize	plow	basins	N	1427	Sand	Coarse texture	?	?	786	17,7	N	N	2	?	gramineae	0	0	0	0	17	866	1157	NT+M-IR	4	384,67				272	0,0516	0,8756	0,125815	51-17	0	0	511
51	259	Thierfelder et al. (2013)IJAS	2010	Hwedza District, Zimbabwe	"18o22' S; 31o21' E"	Cwa	unimodal	on-farm	maize	plow	basins	N	1427	Sand	Coarse texture	?	?	786	17,7	N	N	3	?	gramineae	0	0	0	0	19	370	355	NT+M-IR	4	586,90				415	0,0030	0,8756	-0,017973	51-19	0	0	512
51	260	Thierfelder et al. (2013)IJAS	2009	Hwedza District, Zimbabwe	"18o22' S; 31o21' E"	Cwa	unimodal	on-farm	maize	plow	basins	N	1427	Sand	Coarse texture	?	?	786	17,7	N	N	2	0	no mulch	81	10,5	81	10,5	18	1769	1930	NT-M-IR	4	384,67				272	0,1824	0,8756	0,037829	51-18	81	10,48034934	513
51	260	Thierfelder et al. (2013)IJAS	2010	Hwedza District, Zimbabwe	"18o22' S; 31o21' E"	Cwa	unimodal	on-farm	maize	plow	basins	N	1427	Sand	Coarse texture	?	?	786	17,7	N	N	3	0	no mulch	81	10,5	81	10,5	20	879	681	NT-M-IR	4	586,90				415	0,0134	0,8756	-0,110842	51-20	81	10,48034934	514
51	261	Thierfelder et al. (2013)IJAS	2009	Hwedza District, Zimbabwe	"18o22' S; 31o21' E"	Cwa	unimodal	on-farm	maize	plow	basins	N	1427	Sand	Coarse texture	?	?	786	17,7	N	N	2	?	gramineae	81	10,5	81	10,5	18	1769	2166	NT+M-IR	4	384,67				272	0,2014	0,8756	0,087931	51-18	81	10,48034934	515
51	261	Thierfelder et al. (2013)IJAS	2010	Hwedza District, Zimbabwe	"18o22' S; 31o21' E"	Cwa	unimodal	on-farm	maize	plow	basins	N	1427	Sand	Coarse texture	?	?	786	17,7	N	N	3	?	gramineae	81	10,5	81	10,5	20	879	975	NT+M-IR	4	586,90				415	0,0196	0,8756	0,045016	51-20	81	10,48034934	516
51	262	Thierfelder et al. (2013)IJAS	2009	Hwedza District, Zimbabwe	"18o22' S; 31o21' E"	Cwa	unimodal	on-farm	maize	plow	basins	Y	1427	Sand	Coarse texture	?	?	786	17,7	N	N	2	?	gramineae	81	10,5	81	10,5	18	1769	2486	NT+M-IR	4	384,67				272	0,2228	0,8756	0,147773	51-18	81	10,48034934	517
51	262	Thierfelder et al. (2013)IJAS	2010	Hwedza District, Zimbabwe	"18o22' S; 31o21' E"	Cwa	unimodal	on-farm	maize	plow	basins	Y	1427	Sand	Coarse texture	?	?	786	17,7	N	N	3	?	gramineae	81	10,5	81	10,5	20	879	663	NT+M-IR	4	586,90				415	0,0129	0,8756	-0,122475	51-20	81	10,48034934	518
51	263	Thierfelder et al. (2013)IJAS	2009	Murewha District, Zimbabwe	"17o44' S; 31o34' E"	Cwa	unimodal	on-farm	maize	plow	basins	N	1280	Sandy loam	Coarse texture	?	?	850	16,4	N	N	2	0	no mulch	0	0	0	0	21	1463	1223	NT-M-IR	4	384,67				272	0,0944	0,8756	-0,077818	51-21	0	0	519
51	263	Thierfelder et al. (2013)IJAS	2010	Malende, Zambia	"16o14' S; 27o26' E"	Cwa	unimodal	on-farm	maize	plow	basins	N	1103	Sandy clay loam	Coarse texture	?	?	758	21,3	N	N	3	0	no mulch	0	0	0	0	23	3577	3087	NT-M-IR	4	586,90				415	0,2517	0,8756	-0,063982	51-23	0	0	520
51	264	Thierfelder et al. (2013)IJAS	2009	Murewha District, Zimbabwe	"17o44' S; 31o34' E"	Cwa	unimodal	on-farm	maize	plow	basins	N	1280	Sandy loam	Coarse texture	?	?	850	16,4	N	N	2	?	gramineae	0	0	0	0	21	1463	1543	NT+M-IR	4	384,67				272	0,1209	0,8756	0,023122	51-21	0	0	521
51	264	Thierfelder et al. (2013)IJAS	2010	Malende, Zambia	"16o14' S; 27o26' E"	Cwa	unimodal	on-farm	maize	plow	basins	N	1103	Sandy clay loam	Coarse texture	?	?	758	21,3	N	N	3	?	gramineae	0	0	0	0	23	3577	3002	NT+M-IR	4	586,90				415	0,2436	0,8756	-0,076108	51-23	0	0	522
51	265	Thierfelder et al. (2013)IJAS	2009	Murewha District, Zimbabwe	"17o44' S; 31o34' E"	Cwa	unimodal	on-farm	maize	plow	basins	N	1280	Sandy loam	Coarse texture	?	?	850	16,4	N	N	2	0	no mulch	81	10,5	81	10,5	22	2957	2509	NT-M-IR	4	384,67				272	0,3926	0,8756	-0,071351	51-22	81	10,48034934	523
51	265	Thierfelder et al. (2013)IJAS	2010	Malende, Zambia	"16o14' S; 27o26' E"	Cwa	unimodal	on-farm	maize	plow	basins	N	1103	Sandy clay loam	Coarse texture	?	?	758	21,3	N	N	3	0	no mulch	109	14,8	109	14,8	24	5843	5842	NT-M-IR	4	586,90				415	0,7864	0,8756	-0,000074	51-24	109	14,84716157	524
51	266	Thierfelder et al. (2013)IJAS	2009	Murewha District, Zimbabwe	"17o44' S; 31o34' E"	Cwa	unimodal	on-farm	maize	plow	basins	N	1280	Sandy loam	Coarse texture	?	?	850	16,4	N	N	2	?	gramineae	81	10,5	81	10,5	22	2957	2699	NT+M-IR	4	384,67				272	0,4263	0,8756	-0,039648	51-22	81	10,48034934	525
51	266	Thierfelder et al. (2013)IJAS	2010	Malende, Zambia	"16o14' S; 27o26' E"	Cwa	unimodal	on-farm	maize	plow	basins	N	1103	Sandy clay loam	Coarse texture	?	?	758	21,3	N	N	3	?	gramineae	109	14,8	109	14,8	24	5843	5904	NT+M-IR	4	586,90				415	0,7947	0,8756	0,004510	51-24	109	14,84716157	526
51	267	Thierfelder et al. (2013)IJAS	2009	Murewha District, Zimbabwe	"17o44' S; 31o34' E"	Cwa	unimodal	on-farm	maize	plow	basins	Y	1280	Sandy loam	Coarse texture	?	?	850	16,4	N	N	2	?	gramineae	81	10,5	81	10,5	22	2957	3114	NT+M-IR	4	384,67				272	0,4932	0,8756	0,022467	51-22	81	10,48034934	527
51	267	Thierfelder et al. (2013)IJAS	2010	Malende, Zambia	"16o14' S; 27o26' E"	Cwa	unimodal	on-farm	maize	plow	basins	Y	1103	Sandy clay loam	Coarse texture	?	?	758	21,3	N	N	3	?	gramineae	109	14,8	109	14,8	24	5843	4828	NT+M-IR	4	586,90				415	0,6383	0,8756	-0,082869	51-24	109	14,84716157	528
52	268	Ojeniyi and Adekayode (1999)	1993	Akure, Nigeria	7°15' N, 5°15' E	Aw	bimodal	on-station	cowpea	ridge 	no-tillage	Y	210	Sandy clay loam	Coarse texture	10,00	?	600	25,3	Y	N	1	0	no mulch	0	0	0	0	1	810	890	NT-M+IR	4	91,92	130				0,6740	0,8756	0,040905	52-1	0	0	529
53	269	Bielders and Michels (2002)	1995	Banizoumbou, Niger	13°31' N, 2°39' E	Bsh	unimodal	on-farm	millet	ridge 	no-tillage	N	182	Sand	Coarse texture	1,90	353	560	29,0	N	Y	1	0	no mulch	0	0	0	0	1	367	229	NT-M+IR	4	77,78				55	0,0990	0,8756	-0,204831	53-1	0	0	530
53	269	Bielders and Michels (2002)	1996	Banizoumbou, Niger	13°31' N, 2°39' E	Bsh	unimodal	on-farm	millet	ridge 	no-tillage	N	182	Sand	Coarse texture	1,90	329	560	29,0	N	Y	2	0	no mulch	0	0	0	0	2	106	75	NT-M+IR	4	77,78				55	0,0098	0,8756	-0,150245	53-2	0	0	531
53	269	Bielders and Michels (2002)	1997	Banizoumbou, Niger	13°31' N, 2°39' E	Bsh	unimodal	on-farm	millet	ridge 	no-tillage	N	182	Sand	Coarse texture	1,90	289	560	29,0	N	Y	3	0	no mulch	0	0	0	0	3	96	56	NT-M+IR	4	77,78				55	0,0061	0,8756	-0,234083	53-3	0	0	532
53	269	Bielders and Michels (2002)	1998	Banizoumbou, Niger	13°31' N, 2°39' E	Bsh	unimodal	on-farm	millet	ridge 	no-tillage	N	182	Sand	Coarse texture	1,90	562	560	29,0	N	Y	4	0	no mulch	0	0	0	0	4	93	48	NT-M+IR	4	77,78				55	0,0048	0,8756	-0,287242	53-4	0	0	533
53	270	Bielders and Michels (2002)	1995	Banizoumbou, Niger	13°31' N, 2°39' E	Bsh	unimodal	on-farm	millet	ridge 	no-tillage	N	182	Sand	Coarse texture	1,90	353	560	29,0	N	Y	1	2000	gramineae	0	0	0	0	1	367	538	NT+M+IR	4	77,78				55	0,2411	0,8756	0,166116	53-1	0	0	534
53	270	Bielders and Michels (2002)	1996	Banizoumbou, Niger	13°31' N, 2°39' E	Bsh	unimodal	on-farm	millet	ridge 	no-tillage	N	182	Sand	Coarse texture	1,90	329	560	29,0	N	Y	2	2000	gramineae	0	0	0	0	2	106	524	NT+M+IR	4	77,78				55	0,0283	0,8756	0,694025	53-2	0	0	535
53	270	Bielders and Michels (2002)	1997	Banizoumbou, Niger	13°31' N, 2°39' E	Bsh	unimodal	on-farm	millet	ridge 	no-tillage	N	182	Sand	Coarse texture	1,90	289	560	29,0	N	Y	3	2000	gramineae	0	0	0	0	3	96	354	NT+M+IR	4	77,78				55	0,0225	0,8756	0,566732	53-3	0	0	536
53	270	Bielders and Michels (2002)	1998	Banizoumbou, Niger	13°31' N, 2°39' E	Bsh	unimodal	on-farm	millet	ridge 	no-tillage	N	182	Sand	Coarse texture	1,90	562	560	29,0	N	Y	4	2000	gramineae	0	0	0	0	4	93	538	NT+M+IR	4	77,78				55	0,0220	0,8756	0,762299	53-4	0	0	537
54	271	Osuji (1986)	1982	Owerri, Nigeria	5°28' N, 7°01' E	Am	bimodal	on-station	maize	hoe	no-tillage	Y	71	Loamy sand	Coarse texture	18,40	?	?	26,5	N	N	1	?	forest	120	60	120	60	1	3310	3840	NT+M-IR	4	438,41	620				0,5191	0,8756	0,064503	54-1	120	60	538
54	271	Osuji (1986)	1983	Owerri, Nigeria	5°28' N, 7°01' E	Am	bimodal	on-station	maize	hoe	no-tillage	Y	71	Loamy sand	Coarse texture	18,40	?	?	26,5	N	N	2	?	gramineae	120	60	120	60	2	3180	4520	NT+M-IR	4	247,49	350				1,7528	0,8756	0,152711	54-2	120	60	539
54	271	Osuji (1986)	1984	Owerri, Nigeria	5°28' N, 7°01' E	Am	bimodal	on-station	maize	hoe	no-tillage	Y	71	Loamy sand	Coarse texture	18,40	?	?	26,5	N	N	3	?	gramineae	120	60	120	60	3	2950	4610	NT+M-IR	4	346,48	490				0,8163	0,8756	0,193879	54-3	120	60	540
55	272	Ahamefule and Peter (2014)	2009	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	cowpea	hoe	no-tillage	Y	400	Sandy loam	Coarse texture	12,90	960	742	26,8	N	N	1	0	no mulch	60	0	60	0	1	570	610	NT-M-IR	3	177,59	290				0,0655	0,6567	0,029455	55-1	60	0	541
55	272	Ahamefule and Peter (2014)	2010	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	cowpea	hoe	no-tillage	Y	400	Sandy loam	Coarse texture	12,90	988	742	26,8	N	N	2	0	no mulch	60	0	60	0	5	1240	1060	NT-M-IR	3	238,83	390				0,1355	0,6567	-0,068116	55-5	60	0	542
55	273	Ahamefule and Peter (2014)	2009	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	cowpea	hoe	no-tillage	Y	400	Sandy loam	Coarse texture	12,90	960	742	26,8	N	N	1	0	no mulch	60	15	60	15	2	660	780	NT-M-IR	3	177,59	290				0,0958	0,6567	0,072551	55-2	60	15	543
55	273	Ahamefule and Peter (2014)	2010	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	cowpea	hoe	no-tillage	Y	400	Sandy loam	Coarse texture	12,90	988	742	26,8	N	N	2	0	no mulch	60	15	60	15	6	1590	1190	NT-M-IR	3	238,83	390				0,1894	0,6567	-0,125850	55-6	60	15	544
55	274	Ahamefule and Peter (2014)	2009	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	cowpea	hoe	no-tillage	Y	400	Sandy loam	Coarse texture	12,90	960	742	26,8	N	N	1	0	no mulch	60	30	60	30	3	1400	920	NT-M-IR	3	177,59	290				0,2231	0,6567	-0,182340	55-3	60	30	545
55	274	Ahamefule and Peter (2014)	2010	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	cowpea	hoe	no-tillage	Y	400	Sandy loam	Coarse texture	12,90	988	742	26,8	N	N	2	0	no mulch	60	30	60	30	7	2000	1440	NT-M-IR	3	238,83	390				0,2850	0,6567	-0,142668	55-7	60	30	546
55	275	Ahamefule and Peter (2014)	2009	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	cowpea	hoe	no-tillage	Y	400	Sandy loam	Coarse texture	12,90	960	742	26,8	N	N	1	0	no mulch	60	45	60	45	4	1300	460	NT-M-IR	3	177,59	290				0,0710	0,6567	-0,451186	55-4	60	45	547
55	275	Ahamefule and Peter (2014)	2010	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	cowpea	hoe	no-tillage	Y	400	Sandy loam	Coarse texture	12,90	988	742	26,8	N	N	2	0	no mulch	60	45	60	45	8	1930	1410	NT-M-IR	3	238,83	390				0,2705	0,6567	-0,136338	55-8	60	45	548
55	276	Ahamefule and Peter (2014)	2009	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	cowpea	hoe	no-tillage	Y	400	Sandy loam	Coarse texture	12,90	960	742	26,8	N	N	1	4000	gramineae	60	0	60	0	1	570	620	NT+M-IR	3	177,59	290				0,0665	0,6567	0,036517	55-1	60	0	549
55	276	Ahamefule and Peter (2014)	2010	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	cowpea	hoe	no-tillage	Y	400	Sandy loam	Coarse texture	12,90	988	742	26,8	N	N	2	4000	gramineae	60	0	60	0	5	1240	1090	NT+M-IR	3	238,83	390				0,1399	0,6567	-0,055995	55-5	60	0	550
55	277	Ahamefule and Peter (2014)	2009	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	cowpea	hoe	no-tillage	Y	400	Sandy loam	Coarse texture	12,90	960	742	26,8	N	N	1	4000	gramineae	60	15	60	15	2	660	1360	NT+M-IR	3	177,59	290				0,1331	0,6567	0,313995	55-2	60	15	551
55	277	Ahamefule and Peter (2014)	2010	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	cowpea	hoe	no-tillage	Y	400	Sandy loam	Coarse texture	12,90	988	742	26,8	N	N	2	4000	gramineae	60	15	60	15	6	1590	2010	NT+M-IR	3	238,83	390				0,3245	0,6567	0,101799	55-6	60	15	552
55	278	Ahamefule and Peter (2014)	2009	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	cowpea	hoe	no-tillage	Y	400	Sandy loam	Coarse texture	12,90	960	742	26,8	N	N	1	4000	gramineae	60	30	60	30	3	1400	1900	NT+M-IR	3	177,59	290				0,4795	0,6567	0,132626	55-3	60	30	553
55	278	Ahamefule and Peter (2014)	2010	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	cowpea	hoe	no-tillage	Y	400	Sandy loam	Coarse texture	12,90	988	742	26,8	N	N	2	4000	gramineae	60	30	60	30	7	2000	2630	NT+M-IR	3	238,83	390				0,5289	0,6567	0,118926	55-7	60	30	554
55	279	Ahamefule and Peter (2014)	2009	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	cowpea	hoe	no-tillage	Y	400	Sandy loam	Coarse texture	12,90	960	742	26,8	N	N	1	4000	gramineae	60	45	60	45	4	1300	1070	NT+M-IR	3	177,59	290				0,2576	0,6567	-0,084560	55-4	60	45	555
55	279	Ahamefule and Peter (2014)	2010	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	cowpea	hoe	no-tillage	Y	400	Sandy loam	Coarse texture	12,90	988	742	26,8	N	N	2	4000	gramineae	60	45	60	45	8	1930	2480	NT+M-IR	3	238,83	390				0,4842	0,6567	0,108894	55-8	60	45	556
56	280	Adimassu et al (2019)	2009	Agr. Research Centre, Holeta, Ethiopia	9o4? N, 38o29? E		bimodal	on-station	wheat	plow	no-tillage	y	2400	Clay	Fine texture	14,70	?	750	15,9	N	N	1	0	no mulch	60	30	60	30	1	2750	750	NT-M-IR	3	1143,15			660		0,004769132	0,656710311	-0,56427143	56-1	60	30	557
56	280	Adimassu et al (2019)	2010	Agr. Research Centre, Holeta, Ethiopia	9o4? N, 38o29? E		bimodal	on-station	wheat	plow	no-tillage	y	2400	Clay	Fine texture	14,70	?	750	15,9	N	N	1	0	no mulch	60	30	60	30	2	1290	1200	NT-M-IR	3	173,21			100		0,306315421	0,656710311	-0,031408464	56-2	60	30	560
