ref	Subject	Data_source	Year	Site	Coordinates	Climat_Koppen	rainfall_type	Study_type	Crop	CT_type	CA_type1	Herbicide_on_CA	Altitude	Soil_NRCS	Texture	Initial_soil_C	Actual_rainfall	Average_rainfall	Average_Temp	Legume_rotation	Legume_intercropping	Years_CA	Initial_mulch	Mulch_type	Applied_N_CT	Applied_P_CT	Applied_N_CA	Applied_P_CA	Id	Grain_yield_CT	Grain_yield_CA	CA_type	n	CTstdev	lsd	cv	CT_SEM	CT_SED	poidsv	poidsn	logratio	Id1	Applied_N	Applied_P	ordre
22	123	Ngwira et al. (2012)	2009	Ntonda -Manjawira, Malawi	14°56' S, 34°53' E	Cwa	unimodal	on-farm	maize	plow	no-tillage	Y	908	Sandy loam	Coarse texture	9,30	725	750	22,7	N	Y	1	?	gramineae	69	9,2	69	9,2	4	2418	4677	NT+M+IR	12	597,68				244	0,6150	2,6268	0,286511	22-4	69	9,182334937	261
22	123	Ngwira et al. (2012)	2010	Ntonda -Manjawira, Malawi	14°56' S, 34°53' E	Cwa	unimodal	on-farm	maize	plow	no-tillage	Y	908	Sandy loam	Coarse texture	9,30	443	750	22,7	N	Y	2	?	gramineae	69	9,2	69	9,2	5	2665	5222	NT+M+IR	12	810,78				331	0,4081	2,6268	0,292140	22-5	69	9,182334937	262
22	123	Ngwira et al. (2012)	2011	Ntonda -Manjawira, Malawi	14°56' S, 34°53' E	Cwa	unimodal	on-farm	maize	plow	no-tillage	Y	908	Sandy loam	Coarse texture	9,30	563	750	22,7	N	Y	3	?	gramineae	69	9,2	69	9,2	6	2482	4504	NT+M+IR	12	703,00				287	0,4553	2,6268	0,258797	22-6	69	9,182334937	263
22	124	Ngwira et al. (2012)	2009	Balaka -Manjawira, Malawi	14°56' S, 34°53' E	Cwa	unimodal	on-farm	maize	plow	no-tillage	Y	744	Loamy sand	Coarse texture	6,40	668	750	22,7	N	Y	1	?	gramineae+legume	69	9,2	69	9,2	1	2903	4300	NT+M+IR	12	766,69				313	0,4689	2,6268	0,170621	22-1	69	9,182334937	264
22	124	Ngwira et al. (2012)	2010	Balaka -Manjawira, Malawi	14°56' S, 34°53' E	Cwa	unimodal	on-farm	maize	plow	no-tillage	Y	744	Loamy sand	Coarse texture	6,40	567	750	22,7	N	Y	2	?	gramineae+legume	69	9,2	69	9,2	2	1787	3728,333333	NT+M+IR	12	531,54				217	0,4376	2,6268	0,319390	22-2	69	9,182334937	265
22	124	Ngwira et al. (2012)	2011	Balaka -Manjawira, Malawi	14°56' S, 34°53' E	Cwa	unimodal	on-farm	maize	plow	no-tillage	Y	744	Loamy sand	Coarse texture	6,40	593	750	22,7	N	Y	3	?	gramineae+legume	69	9,2	69	9,2	3	2550	4810,333333	NT+M+IR	12	565,83				231	0,7549	2,6268	0,275635	22-3	69	9,182334937	266
22	125	Ngwira et al. (2012)	2009	Ntonda -Manjawira, Malawi	14°58' S, 34°44' E	Cwa	unimodal	on-farm	maize	plow	no-tillage	Y	908	Sandy loam	Coarse texture	9,30	725	750	22,7	N	Y	1	?	gramineae+legume	69	9,2	69	9,2	4	2418	4410	NT+M+IR	12	597,68				244	0,5992	2,6268	0,260982	22-4	69	9,182334937	267
22	125	Ngwira et al. (2012)	2010	Ntonda -Manjawira, Malawi	14°58' S, 34°44' E	Cwa	unimodal	on-farm	maize	plow	no-tillage	Y	908	Sandy loam	Coarse texture	9,30	443	750	22,7	N	Y	2	?	gramineae+legume	69	9,2	69	9,2	5	2665	4099,666667	NT+M+IR	12	810,78				331	0,3616	2,6268	0,187051	22-5	69	9,182334937	268
22	125	Ngwira et al. (2012)	2011	Ntonda -Manjawira, Malawi	14°58' S, 34°44' E	Cwa	unimodal	on-farm	maize	plow	no-tillage	Y	908	Sandy loam	Coarse texture	9,30	563	750	22,7	N	Y	3	?	gramineae+legume	69	9,2	69	9,2	6	2482	3969,666667	NT+M+IR	12	703,00				287	0,4267	2,6268	0,203952	22-6	69	9,182334937	269
23	126	Obalum et al. (2011)	2006	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	sorghum	plow	no-tillage	N	400	Sandy loam	Coarse texture	?	707	1083	26,8	N	N	1	0	no mulch	0	0	0	0	1	870	1140	NT-M-IR	4	156,04	270		78,02	110,34	0,3118	0,8756	0,117386	23-1	0	0	270
23	126	Obalum et al. (2011)	2007	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	sorghum	plow	no-tillage	N	400	Sandy loam	Coarse texture	?	816	1083	26,8	N	N	2	0	no mulch	0	0	0	0	2	320	700	NT-M-IR	4	98,25	170		49,12	69,47	0,1393	0,8756	0,339948	23-2	0	0	271
23	127	Obalum et al. (2011)	2006	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	sorghum	plow	no-tillage	N	400	Sandy loam	Coarse texture	?	707	1083	26,8	N	N	1	5000	gramineae	0	0	0	0	1	870	1210	NT+M-IR	4	156,04	270		78,02	110,34	0,3252	0,8756	0,143266	23-1	0	0	272
23	127	Obalum et al. (2011)	2007	University Farm, Nsukka, Nigeria	06°52' N, 07°24' E	Aw	bimodal	on-station	sorghum	plow	no-tillage	N	400	Sandy loam	Coarse texture	?	816	1083	26,8	N	N	2	5000	gramineae	0	0	0	0	2	320	630	NT+M-IR	4	98,25	170		49,12	69,47	0,1338	0,8756	0,294191	23-2	0	0	273
24	128	Ojeniyi (1993)	1989	Akure, Nigeria	7° 5' N, 5° 10' E	Aw	bimodal	on-station	maize	hoe	no-tillage	N	368	Sandy loam	Coarse texture	19,00	?	1000	25,8	N	N	1	0	no mulch	0	0	0	0	1	2871,9	1587,3	NT-M-IR	4	504,77	873,4		252,39	356,93	0,1202	0,8756	-0,257510	24-1	0	0	274
24	128	Ojeniyi (1993)	1989	Akure, Nigeria	7° 5' N, 5° 10' E	Aw	bimodal	on-station	maize	hoe	no-tillage	N	368	Sandy loam	Coarse texture	19,00	?	600	25,8	N	N	1	0	no mulch	0	0	0	0	2	2610,8	1176,6	NT-M-IR	4	737,5	1276,1		368,75	521,49	0,0336	0,8756	-0,346145	24-2	0	0	275
24	128	Ojeniyi (1993)	1990	Akure, Nigeria	7° 5' N, 5° 10' E	Aw	bimodal	on-station	maize	hoe	no-tillage	N	368	Sandy loam	Coarse texture	19,00	?	1000	25,8	N	N	2	0	no mulch	0	0	0	0	3	2897,1	1866,4	NT-M-IR	4	511,53	885,1		255,77	361,71	0,1493	0,8756	-0,190959	24-3	0	0	276
25	129	Oicha et al. (2010)	2006	Gumselasa (Adigudem), Ethiopia	13°14' N, 39°32' E	Bsh	unimodal	on-farm	tef	plow	permanent_beds	N	1960	Clay	Fine texture	13,66	615	505	19,0	N	N	2	0	no mulch	41	46	41	46	1	1173	678	NT-M-IR	2	122,5			50		0,1822	0,4378	-0,238068	25-1	41	46	277
26	130	Olaoye (2002)	1997	Bida, Nigeria	9° 5? N, 6° 1? E	Aw	unimodal	on-station	cowpea	plow	no-tillage	N	111	Loamy sand	Coarse texture	9,10	?	1170	27,9	N	N	1	?	gramineae+legume	0	0	0	0	1	1896,7	1890	NT+M-IR	3	36,5			21,1		16,0150	0,6567	-0,001537	26-1	0	0	278
27	131	Osuji (1984)	1976 early season	Ibadan, Nigeria	" 7°24'48""N, 3°54'50""E"	Aw	bimodal	on-station	maize	plow	no-tillage	Y	207	Sandy loam	Coarse texture	?	607	800	26,3	N	N	1	?	gramineae	150	60	150	60	1	3106	2639	NT+M-IR	4	126,29	202		63,15	89,3	4,0249	0,8756	-0,070762	27-1	150	60	279
27	131	Osuji (1984)	1976 late season	Ibadan, Nigeria	" 7°24'48""N, 3°54'50""E"	Aw	bimodal	on-station	maize	plow	no-tillage	Y	207	Sandy loam	Coarse texture	?	264	400	26,3	N	N	1	?	gramineae	150	60	150	60	2	711	1221	NT+M-IR	4	118,16	189				0,4292	0,8756	0,234846	27-2	150	60	280
27	131	Osuji (1984)	1977 early season	Ibadan, Nigeria	" 7°24'48""N, 3°54'50""E"	Aw	bimodal	on-station	maize	plow	no-tillage	Y	207	Sandy loam	Coarse texture	?	686	800	26,3	N	N	2	?	gramineae	150	60	150	60	3	5240	5123	NT+M-IR	4	63,77	102		31,89	45,09	52,3727	0,8756	-0,009807	27-3	150	60	281
27	131	Osuji (1984)	1977 late season	Ibadan, Nigeria	" 7°24'48""N, 3°54'50""E"	Aw	bimodal	on-station	maize	plow	no-tillage	Y	207	Sandy loam	Coarse texture	?	258	400	26,3	N	N	2	?	gramineae	150	60	150	60	4	2511	2716	NT+M-IR	4	120,66	193				3,7060	0,8756	0,034083	27-4	150	60	282
27	131	Osuji (1984)	1978 early season	Ibadan, Nigeria	" 7°24'48""N, 3°54'50""E"	Aw	bimodal	on-station	maize	plow	no-tillage	Y	207	Sandy loam	Coarse texture	?	1211	800	26,3	N	N	3	?	gramineae	150	60	150	60	5	5533	5949	NT+M-IR	4	63,77	102		31,89	45,09	64,0655	0,8756	0,031483	27-5	150	60	283
27	131	Osuji (1984)	1978 late season	Ibadan, Nigeria	" 7°24'48""N, 3°54'50""E"	Aw	bimodal	on-station	maize	plow	no-tillage	Y	207	Sandy loam	Coarse texture	?	330	400	26,3	N	N	3	?	gramineae	150	60	150	60	6	2899	1845	NT+M-IR	4	131,29	210				2,2308	0,8756	-0,196252	27-6	150	60	284
27	131	Osuji (1984)	1979 early season	Ibadan, Nigeria	" 7°24'48""N, 3°54'50""E"	Aw	bimodal	on-station	maize	plow	no-tillage	Y	207	Sandy loam	Coarse texture	?	?	800	26,3	N	N	4	?	gramineae	150	60	150	60	7	5259	5887	NT+M-IR	4	120,66	193		60,33	85,32	16,7689	0,8756	0,048991	27-7	150	60	285
27	131	Osuji (1984)	1979 late season	Ibadan, Nigeria	" 7°24'48""N, 3°54'50""E"	Aw	bimodal	on-station	maize	plow	no-tillage	Y	207	Sandy loam	Coarse texture	?	?	400	26,3	N	N	4	?	gramineae	150	60	150	60	8	2614	2992	NT+M-IR	4	225,69	361				1,2075	0,8756	0,058656	27-8	150	60	286
27	131	Osuji (1984)	1980 early season	Ibadan, Nigeria	" 7°24'48""N, 3°54'50""E"	Aw	bimodal	on-station	maize	plow	no-tillage	Y	207	Sandy loam	Coarse texture	?	604	800	26,3	N	N	5	?	gramineae	150	60	150	60	9	5384	5678	NT+M-IR	4	181,93	291		90,97	128,65	7,3193	0,8756	0,023090	27-9	150	60	287
27	131	Osuji (1984)	1980 late season	Ibadan, Nigeria	" 7°24'48""N, 3°54'50""E"	Aw	bimodal	on-station	maize	plow	no-tillage	Y	207	Sandy loam	Coarse texture	?	845	400	26,3	N	N	5	?	gramineae	150	60	150	60	10	2595	3093	NT+M-IR	4	218,82	350				1,3100	0,8756	0,076243	27-10	150	60	288
28	132	Paul et al. (2013) 	2005 LR	Nyabeda, Kenya	0°06' N, 34°24' E	Af	bimodal	on-farm	maize	hoe	minimum tillage	Y	1420	Clay	Fine texture	13,50	625	1020	22,2	Y	N	3	?	legume	60	60	60	60	1	6300	6200	NT+M+IR	4	260			130		4,5848	0,8756	-0,006949	28-1	60	60	289
28	132	Paul et al. (2013) 	2005 SR	Nyabeda, Kenya	0°06' N, 34°24' E	Af	bimodal	on-farm	soybean	hoe	minimum tillage	Y	1420	Clay	Fine texture	13,50	301	693	22,2	Y	N	3	2000	gramineae	60	60	60	60	2	320	320	NT+M+IR	4	120			60		0,0564	0,8756	0,000000	28-2	60	60	290
28	132	Paul et al. (2013) 	2006 LR	Nyabeda, Kenya	0°06' N, 34°24' E	Af	bimodal	on-farm	maize	hoe	minimum tillage	Y	1420	Clay	Fine texture	13,50	988	1020	22,2	Y	N	4	?	legume	60	60	60	60	3	3910	3410	NT+M+IR	4	780			390		0,1723	0,8756	-0,059422	28-3	60	60	291
28	132	Paul et al. (2013) 	2006 SR	Nyabeda, Kenya	0°06' N, 34°24' E	Af	bimodal	on-farm	soybean	hoe	minimum tillage	Y	1420	Clay	Fine texture	13,50	846	693	22,2	Y	N	4	2000	gramineae	60	60	60	60	4	1710	1650	NT+M+IR	4	540			270		0,0767	0,8756	-0,015512	28-4	60	60	292
28	132	Paul et al. (2013) 	2007 LR	Nyabeda, Kenya	0°06' N, 34°24' E	Af	bimodal	on-farm	maize	hoe	minimum tillage	Y	1420	Clay	Fine texture	13,50	713	1020	22,2	Y	N	5	?	legume	60	60	60	60	5	3220	3140	NT+M+IR	4	500			250		0,3208	0,8756	-0,010926	28-5	60	60	293
28	132	Paul et al. (2013) 	2007 SR	Nyabeda, Kenya	0°06' N, 34°24' E	Af	bimodal	on-farm	soybean	hoe	minimum tillage	Y	1420	Clay	Fine texture	13,50	595	693	22,2	Y	N	5	2000	gramineae	60	60	60	60	6	1020	740	NT+M+IR	4	240			120		0,0989	0,8756	-0,139368	28-6	60	60	294
28	132	Paul et al. (2013) 	2008 LR	Nyabeda, Kenya	0°06' N, 34°24' E	Af	bimodal	on-farm	maize	hoe	minimum tillage	Y	1420	Clay	Fine texture	13,50	641	1020	22,2	Y	N	6	?	legume	60	60	60	60	7	4360	4360	NT+M+IR	4	500			250		0,6034	0,8756	0,000000	28-7	60	60	295
28	132	Paul et al. (2013) 	2008 SR	Nyabeda, Kenya	0°06' N, 34°24' E	Af	bimodal	on-farm	soybean	hoe	minimum tillage	Y	1420	Clay	Fine texture	13,50	522	693	22,2	Y	N	6	2000	gramineae	60	60	60	60	8	500	520	NT+M+IR	4	60			30		0,5727	0,8756	0,017033	28-8	60	60	296
28	133	Paul et al. (2013) 	2005LR	Nyabeda, Kenya	0°06' N, 34°24' E	Af	bimodal	on-farm	maize	hoe	minimum tillage	Y	1420	Clay	Fine texture	13,50	625	1020	22,2	Y	N	3	0	no mulch	60	60	60	60	1	6300	4778	NT-M+IR	4	260					3,4028	0,8756	-0,120094	28-1	60	60	757
28	133	Paul et al. (2013) 	2005SR	Nyabeda, Kenya	0°06' N, 34°24' E	Af	bimodal	on-farm	soybean	hoe	minimum tillage	Y	1420	Clay	Fine texture	13,50	301	693	22,2	Y	N	4	0	no mulch	60	60	60	60	2	320	241	NT-M+IR	4	120					0,0408	0,8756	-0,123133	28-2	60	60	758
28	133	Paul et al. (2013) 	2006LR	Nyabeda, Kenya	0°06' N, 34°24' E	Af	bimodal	on-farm	maize	hoe	minimum tillage	Y	1420	Clay	Fine texture	13,50	988	1020	22,2	Y	N	4	0	no mulch	60	60	60	60	3	3910	3537	NT-M+IR	4	780					0,1795	0,8756	-0,043542	28-3	60	60	759
28	133	Paul et al. (2013) 	2006SR	Nyabeda, Kenya	0°06' N, 34°24' E	Af	bimodal	on-farm	soybean	hoe	minimum tillage	Y	1420	Clay	Fine texture	13,50	846	693	22,2	Y	N	4	0	no mulch	60	60	60	60	4	1710	779	NT-M+IR	4	540					0,0274	0,8756	-0,341459	28-4	60	60	760
28	133	Paul et al. (2013) 	2007LR	Nyabeda, Kenya	0°06' N, 34°24' E	Af	bimodal	on-farm	maize	hoe	minimum tillage	Y	1420	Clay	Fine texture	13,50	713	1020	22,2	Y	N	5	0	no mulch	60	60	60	60	5	3220	2555	NT-M+IR	4	500					0,2543	0,8756	-0,100465	28-5	60	60	761
28	133	Paul et al. (2013) 	2007SR	Nyabeda, Kenya	0°06' N, 34°24' E	Af	bimodal	on-farm	soybean	hoe	minimum tillage	Y	1420	Clay	Fine texture	13,50	595	693	22,2	Y	N	5	0	no mulch	60	60	60	60	6	1020	475	NT-M+IR	4	240					0,0511	0,8756	-0,331907	28-6	60	60	762
28	133	Paul et al. (2013) 	2008LR	Nyabeda, Kenya	0°06' N, 34°24' E	Af	bimodal	on-farm	maize	hoe	minimum tillage	Y	1420	Clay	Fine texture	13,50	641	1020	22,2	Y	N	6	0	no mulch	60	60	60	60	7	4360	3407	NT-M+IR	4	500					0,4575	0,8756	-0,107114	28-7	60	60	763
28	133	Paul et al. (2013) 	2008SR	Nyabeda, Kenya	0°06' N, 34°24' E	Af	bimodal	on-farm	soybean	hoe	minimum tillage	Y	1420	Clay	Fine texture	13,50	522	693	22,2	Y	N	6	0	no mulch	60	60	60	60	8	500	327	NT-M+IR	4	60					0,3302	0,8756	-0,184422	28-8	60	60	764
29	134	Shemdoe et al. (2009)	2007	Mpwapwa District, Tanzania	6°0' to 6°20' S, 36°20' to 36°30' E	Aw	unimodal	on-farm	sorghum	ridge 	no-tillage	N	1250	Loamy sand	Coarse texture	?	965	695	21,5	N	N	1	0	no mulch	0	0	0	0	1	1720	1440	NT-M-IR	4	240					0,3359	0,8756	-0,077166	29-1	0	0	297
29	134	Shemdoe et al. (2009)	2008	Mpwapwa District, Tanzania	6°0' to 6°20' S, 36°20' to 36°30' E	Aw	unimodal	on-farm	sorghum	ridge 	no-tillage	N	1250	Loamy sand	Coarse texture	?	665	695	21,5	N	N	2	0	no mulch	0	0	0	0	2	2110	1170	NT-M-IR	4	280					0,2120	0,8756	-0,256097	29-2	0	0	298
30	135	Thierfelder et al (2014) Food Sec	2009	Chikato, Zimbabwe	"19o48' S; 30o53' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	N	1223	Sand	Coarse texture	2,60	463	655	20,6	N	Y	5	2750	gramineae+legume	80	10	80	10	7	1489,8	3389	NT+M+IR	4	1008,33	1426				0,029036159	0,875613748	0,356943599	30-7	80	10	836
30	135	Thierfelder et al (2014) Food Sec	2010	Chikato, Zimbabwe	"19o48' S; 30o53' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	N	1223	Sand	Coarse texture	2,60	619	655	20,6	N	Y	6	2750	gramineae+legume	80	10	80	10	8	448,8	602	NT+M+IR	4	270,11	382				0,028163066	0,875613748	0,127543643	30-8	80	10	837
30	135	Thierfelder et al (2014) Food Sec	2011	Chikato, Zimbabwe	"19o48' S; 30o53' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	N	1223	Sand	Coarse texture	2,60	478	655	20,6	N	Y	7	2750	gramineae+legume	80	10	80	10	9	436	863	NT+M+IR	3	423,15	691				0,010067977	0,656710311	0,296524306	30-9	80	10	838
30	135	Thierfelder et al (2014) Food Sec	2011	Chikato, Zimbabwe	"19o48' S; 30o53' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	N	1223	Sand	Coarse texture	2,60	478	655	20,6	Y	N	7	2750	gramineae+legume	80	10	80	10	10	537	1070	NT+M+IR	5	354,18	448				0,036432169	1,094517185	0,299409492	30-10	80	10	839
30	135	Thierfelder et al (2014) Food Sec	2012	Chikato, Zimbabwe	"19o48' S; 30o53' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	N	1223	Sand	Coarse texture	2,60	341	655	20,6	N	Y	8	2750	gramineae+legume	80	10	80	10	11	1185	2358	NT+M+IR	4	767,21	1085				0,030229742	0,875613748	0,29882545	30-11	80	10	840
30	135	Thierfelder et al (2014) Food Sec	2012	Chikato, Zimbabwe	"19o48' S; 30o53' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	N	1223	Sand	Coarse texture	2,60	341	655	20,6	Y	N	8	2750	gramineae+legume	80	10	80	10	12	749	2510	NT+M+IR	3	370,49	605				0,044674444	0,656710311	0,525191904	30-12	80	10	841
30	135	Thierfelder et al (2014) Food Sec	2013	Chikato, Zimbabwe	"19o48' S; 30o53' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	N	1223	Sand	Coarse texture	2,60	407	655	20,6	N	Y	9	2750	gramineae+legume	80	10	80	10	13	676	1913	NT+M+IR	7	545,35	583				0,037940757	1,532324059	0,451768274	30-13	80	10	842
30	136	Thierfelder et al (2014) Food Sec	2009	Chikato, Zimbabwe	"19o48' S; 30o53' E"	Cwa	unimodal	on-farm	cowpea	plow	no-tillage	N	1223	Sand	Coarse texture	2,60	463	655	20,6	Y	N	5	2750	gramineae	0	0	0	0	14	153	237	NT+M+IR	4	58,69	83				0,076134761	0,875613748	0,190056915	30-14	0	0	843
30	136	Thierfelder et al (2014) Food Sec	2010	Chikato, Zimbabwe	"19o48' S; 30o53' E"	Cwa	unimodal	on-farm	cowpea	plow	no-tillage	N	1223	Sand	Coarse texture	2,60	619	655	20,6	Y	N	6	2750	gramineae	0	0	0	0	15	153	418	NT+M+IR	4	148,49	210				0,014859105	0,875613748	0,436484851	30-15	0	0	844
30	136	Thierfelder et al (2014) Food Sec	2011	Chikato, Zimbabwe	"19o48' S; 30o53' E"	Cwa	unimodal	on-farm	cowpea	plow	no-tillage	N	1223	Sand	Coarse texture	2,60	478	655	20,6	Y	N	7	2750	gramineae	0	0	0	0	16	37	293	NT+M+IR	5	213,45	270				0,000586756	1,094517185	0,898665896	30-16	0	0	845
30	137	Thierfelder et al (2014) Food Sec	2005	Chikato, Zimbabwe	"19o48' S; 30o53' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	N	1223	Sand	Coarse texture	2,60	393	655	20,6	N	N	1	2750	gramineae	46	10	46	10	1	121	164	NT+M-IR	7	90,35			34,15	48,3	0,0323	1,5323	0,132058	30-1	46	10	299
30	137	Thierfelder et al (2014) Food Sec	2006	Chikato, Zimbabwe	"19o48' S; 30o53' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	N	1223	Sand	Coarse texture	2,60	870	655	20,6	N	N	2	2750	gramineae	80	10	80	10	2	1112	1681	NT+M-IR	8	285,19			107,76	152,4	0,3357	1,7512	0,179463	30-2	80	10	300
30	137	Thierfelder et al (2014) Food Sec	2007	Chikato, Zimbabwe	"19o48' S; 30o53' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	N	1223	Sand	Coarse texture	2,60	412	655	20,6	N	N	3	2750	gramineae	80	10	80	10	3	1566	2482	NT+M-IR	8	720,62			272,37	385,2	0,1072	1,7512	0,200010	30-3	80	10	301
30	137	Thierfelder et al (2014) Food Sec	2008	Chikato, Zimbabwe	"19o48' S; 30o53' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	N	1223	Sand	Coarse texture	2,60	1377	655	20,6	N	Y	4	2750	gramineae	80	10	80	10	4	1108	1331	NT+M+IR	6	204,68			77,36	109,4	0,4121	1,3134	0,079638	30-4	80	10	302
30	137	Thierfelder et al (2014) Food Sec	2009	Chikato, Zimbabwe	"19o48' S; 30o53' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	N	1223	Sand	Coarse texture	2,60	382	655	20,6	N	N	5	2750	gramineae	80	10	80	10	5	1477	2680	NT+M-IR	4	726,28			209,66	296,5	0,0503	0,8756	0,258754	30-5	80	10	303
30	137	Thierfelder et al (2014) Food Sec	2010	Chikato, Zimbabwe	"19o48' S; 30o53' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	N	1223	Sand	Coarse texture	2,60	561	655	20,6	N	N	6	2750	gramineae	80	10	80	10	6	420	726	NT+M-IR	4	222,43			64,21	90,8	0,0424	0,8756	0,237687	30-6	80	10	304
31	138	Thierfelder and Wall (2012a) 	2008	Hereford, Zimbabwe	"17o25' S; 31o26' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	Y	1054	Sandy clay loam	Coarse texture	13,90	1033	775	18,3	Y	N	3	2750	gramineae+legume	80	10	80	10	1	5681,5	7024,4	NT+M+IR	8	943,82			333,69	471,9	0,6954	1,7512	0,092146	31-1	80	10	305
31	138	Thierfelder and Wall (2012a) 	2009	Hereford, Zimbabwe	"17o25' S; 31o26' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	Y	1054	Sandy clay loam	Coarse texture	13,90	938	775	18,3	Y	N	4	2750	gramineae+legume	80	10	80	10	2	4877,6	5065,2	NT+M+IR	8	492,98			246,49	348,6	1,6123	1,7512	0,016390	31-2	80	10	306
31	138	Thierfelder and Wall (2012a) 	2010	Hereford, Zimbabwe	"17o25' S; 31o26' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	Y	1054	Sandy clay loam	Coarse texture	13,90	815	775	18,3	Y	N	5	2750	gramineae+legume	80	10	80	10	3	4971,5	6031	NT+M+IR	8	956,42			478,21	676,3	0,5107	1,7512	0,083902	31-3	80	10	307
31	139	Thierfelder and Wall (2012a) 	2005	Research Station, Henderson, Zimbabwe	"17o34' S; 30o59' E"	Cwa	unimodal	on-station	maize	plow	no-tillage	Y	1136	Sandy loam	Coarse texture	4,40	772	884	17,3	N	N	1	2750	gramineae	46	10	46	10	4	2547,6	2393,2	NT+M-IR	4	243,52			121,76	172,2	0,8143	0,8756	-0,027152	31-4	46	10	308
31	139	Thierfelder and Wall (2012a) 	2006	Research Station, Henderson, Zimbabwe	"17o34' S; 30o59' E"	Cwa	unimodal	on-station	maize	plow	no-tillage	Y	1136	Sandy loam	Coarse texture	4,40	1096	884	17,3	N	N	2	2750	gramineae	80	10	80	10	5	3288	2411,2	NT+M-IR	5	623,75			278,95	394,5	0,1928	1,0945	-0,134699	31-5	80	10	309
31	139	Thierfelder and Wall (2012a) 	2007	Research Station, Henderson, Zimbabwe	"17o34' S; 30o59' E"	Cwa	unimodal	on-station	maize	plow	no-tillage	Y	1136	Sandy loam	Coarse texture	4,40	534	884	17,3	N	N	3	2750	gramineae	80	10	80	10	6	4378,8	5233,2	NT+M-IR	5	691,43			309,22	437,3	0,4680	1,0945	0,077412	31-6	80	10	310
31	139	Thierfelder and Wall (2012a) 	2008	Research Station, Henderson, Zimbabwe	"17o34' S; 30o59' E"	Cwa	unimodal	on-station	maize	plow	no-tillage	Y	1136	Sandy loam	Coarse texture	4,40	1060	884	17,3	N	N	4	2750	gramineae	80	10	80	10	7	1166	1166	NT+M-IR	5	468,81			209,66	296,5	0,0614	1,0945	0,000000	31-7	80	10	311
31	139	Thierfelder and Wall (2012a) 	2009	Research Station, Henderson, Zimbabwe	"17o34' S; 30o59' E"	Cwa	unimodal	on-station	maize	plow	no-tillage	Y	1136	Sandy loam	Coarse texture	4,40	734	884	17,3	N	N	5	2750	gramineae	80	10	80	10	8	1761,6	2789,2	NT+M-IR	5	851,14			380,64	538,3	0,0608	1,0945	0,199572	31-8	80	10	312
31	139	Thierfelder and Wall (2012a) 	2010	Research Station, Henderson, Zimbabwe	"17o34' S; 30o59' E"	Cwa	unimodal	on-station	maize	plow	no-tillage	Y	1136	Sandy loam	Coarse texture	4,40	617	884	17,3	N	N	6	2750	gramineae	80	10	80	10	9	1172,3	1665,9	NT+M-IR	5	414,25			185,26	262	0,1063	1,0945	0,152610	31-9	80	10	313
32	140	Thierfelder et al. ( 2012) FCR	2008	Madziwa, Zimbabwe	"17o00' S; 31o26' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	N	1169	Sand	Coarse texture	4,50	785	687	19,9	Y	N	3	2750	gramineae+legume	80	10	80	10	1	2621	2450	NT+M+IR	4	270,82	383		111,02	157	1,3864	1,7512	-0,029301	32-1	80	10	314
32	140	Thierfelder et al. ( 2012) FCR	2009	Madziwa, Zimbabwe	"17o00' S; 31o26' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	N	1169	Sand	Coarse texture	4,50	791	687	19,9	Y	N	4	2750	gramineae+legume	80	10	80	10	2	1432	2310	NT+M+IR	4	552,96	782		226,27	320	0,1538	1,7512	0,207669	32-2	80	10	315
32	140	Thierfelder et al. ( 2012) FCR	2010	Madziwa, Zimbabwe	"17o00' S; 31o26' E"	Cwa	unimodal	on-farm	maize	plow	no-tillage	N	1169	Sand	Coarse texture	4,50	550	687	19,9	Y	N	5	2750	gramineae+legume	80	10	80	10	3	2723	3781	NT+M+IR	4	649,12	918		265,17	375	0,3678	1,7512	0,142559	32-3	80	10	316
