pid,sid,eid,tid,author,year,title,journal,region,studymode,country,site,livestock_production_system,agroecological_zone,n,technology_type,control_trt,improved_forage,improved_legume,improved_grass,food_crop,cropping_system,forage_ctrl_dm1_hv1,forage_trt_dm1_hv1,forage_ctrl_dm1_hv2,forage_trt_dm1_hv2,forage_ctrl_dm1_hv3,forage_trt_dm1_hv3,forage_ctrl_dm1_hv4,forage_trt_dm1_hv4,forage_ctrl_dm1_hv5,forage_trt_dm1_hv5,forage_ctrl_dm1_hv6,forage_trt_dm1_hv6,forage_ctrl_dm1_hv7,forage_trt_dm1_hv7,forage_trt_dm2_hv1,forage_trt_dm2_hv2,forage_trt_dm2_hv3,forage_trt_dm2_hv4,forage_trt_dm2_hv5,forage_trt_dm2_hv6,uom_dm,forage_ctrl_cp_hv1,forage_trt_cp_hv1,forage_ctrl_cp_hv2,forage_trt_cp_hv2,uom_cp,forage_ctrl_n1,forage_trt_n1,forage_ctrl_n2,forage_trt_n2,uom_n_forage,forage_ctrl_me,forage_trt_me,uom_me,livestock_ctrl_milk1,livestock_trt_milk1,uom_milk,soil_ctrl_sl_5_10_s1,soil_trt_sl_5_10_s1,soil_ctrl_sl_10_20_s1,soil_trt_sl_10_20_s1,soil_ctrl_sl_20_30_s1,soil_trt_sl_20_30_s1,soil_ctrl_sl_30_s1,soil_trt_sl_30_s1,soil_ctrl_sl_5_10_s2,soil_trt_sl_5_10_s2,soil_ctrl_sl_10_20_s2,soil_trt_sl_10_20_s2,soil_ctrl_sl_20_30_s2,soil_trt_sl_20_30_s2,soil_ctrl_sl_30_s2,soil_trt_sl_30_s2,soil_ctrl_sl_10_20_s3,soil_trt_sl_10_20_s3,soil_ctrl_sl_10_20_s4,soil_trt_sl_10_20_s4,soil_ctrl_sl_10_20_s5,soil_trt_sl_10_20_s5,soil_ctrl_sl_10_20_s6,soil_trt_sl_10_20_s6,soil_ctrl_sl_10_20_s7,soil_trt_sl_10_20_s7,soil_ctrl_sl_10_20_s8,soil_trt_sl_10_20_s8,soil_ctrl_sl_10_20_s9,soil_trt_sl_10_20_s9,soil_ctrl_sl_10_20_s10,soil_trt_sl_10_20_s10,soil_ctrl_uom_sl,soil_ctrl_runoff_12_25,soil_trt_runoff_12_25,soil_ctrl_runoff_10_20_yr1,soil_trt_runoff_10_20_yr1,soil_ctrl_runoff_30_yr1,soil_trt_runoff_30_yr1,uom_runoff,soil_ctrl_soc,soil_trt_soc,uom_soc,econ_ctrl_rev_s1,econ_trt_rev_s1,econ_ctrl_rev_s2,econ_trt_rev_s2,econ_ctrl_rev_s3,econ_trt_rev_s3,econ_ctrl_rev_s4,econ_trt_rev_s4,uom_rev,econ_ctrl_benefit_s1,econ_trt_benefit_s1,econ_ctrl_benefit_s2,econ_trt_benefit_s2,econ_ctrl_benefit_s3,econ_trt_benefit_s3,econ_ctrl_benefit_s4,econ_trt_benefit_s4,econ_ctrl_bc_ratio1,econ_trt_bc_ratio1,econ_ctrl_bc_ratio2,econ_trt_bc_ratio2,uom_benefit,usd_exchange_rate,food_ctrl_cr1_s1,food_trt_cr1_s1,food_ctrl_cr1__s2,food_trt_cr1_s2,food_ctrl_cr1_s3,food_trt_cr1_s3,food_ctrl_cr1_s4,food_trt_cr1_s4,food_ctrl_cr1_s5,food_trt_cr1_s5,food_ctrl_cr1_s6,food_trt_cr1_s6,food_ctrl_cr1_s7,food_trt_cr1_s7,food_ctrl_cr1_s8,food_trt_cr1_s8,food_ctrl_cr1_s9,food_trt_cr1_s9,food_ctrl_cr1_s10,food_trt_cr1_s10,cr_1,uom_cr1,food_ctrl_cr2_yr1,food_trt_cr2_yr1,food_ctrl_cr2_yr2,food_trt_cr2_yr2,food_ctrl_cr2_yr3,food_trt_cr2_yr3,cr_2,uom_cr2,food_ctrol_stover_yr1,food_trt_stover_yr1,food_ctrl_stover_yr2,food_trt_stover_yr2,food_ctrl_stover_yr3,food_trt_stover_yr3,uom_stover
6,1,1,2,"Mutegi, J., Mugendi, D., Verchot, L., Kung'u, J.",2008,Combining Napier grass with leguminous shrubs in contour hedgerows controls soil erosion without competing with crops,Agricultural Systems,East Africa,On-farm trial,Kenya,"Chuka Division, Meru South",Mixed Rainfed Temperate,Tropic - cool / subhumid,8,Improved integration into the cropping system,No erosion control,Grass,,Pennisetum purpureum Schumach,Maize,Forage grass/shrub hedgerow w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,12.6,79.5,20.9,77.4,22.9,67.5,20.6,16.5,10.1,79.6,10.2,79.3,11.9,78.9,22.2,,,,,,,,,,,,,,,,,t/ha/season,,,,,,,,18.3,18.2,"g/kg(10-20,s2)",,,,,,,,,,,,,,,,,,,,,,,,2.2,0.9,2,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,1,2,"Guto, S.N., Pypers, P., Vanlauwe, B., de Ridder, N., Giller, K.E.",2011,Tillage and vegetative barrier effects on soil conservation and short-term economic benefits in the Central Kenya highlands,Field Crop Research,East Africa,On-farm trial,Kenya,"Kirege location, Chuka division",Mixed Rainfed Arid,Tropic - warm / subhumid,3,Improved integration into the cropping system,No barrier,Grass,,Pennisetum purpureum Schumach. cv. Cameroun,Maize-soybean rotation,Forage grass/shrub hedgerow w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2047,2650,,,,,,,1.65,1.56,,,CumnetUSD/4seasons,,0.64,0.62,0.26,0.37,,,,,,,,,,,,,,,,,Soybean,Mg/ha/season,4.7,4.9,4,3.3,,,Maize,Mg/ha/season,,,,,,,
19,1,2,2,"Guto, S.N., Pypers, P., Vanlauwe, B., de Ridder, N., Giller, K.E.",2011,Tillage and vegetative barrier effects on soil conservation and short-term economic benefits in the Central Kenya highlands,Field Crop Research,East Africa,On-farm trial,Kenya,"Kirege location, Chuka division",Mixed Rainfed Arid,Tropic - warm / subhumid,3,Improved integration into the cropping system,No barrier,Grass,,Pennisetum purpureum Schumach. cv. Cameroun,Maize-soybean rotation,Forage grass/shrub hedgerow w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256,1654,,,,,,,1.52,0.87,,,CumnetUSD/4seasons,,0.62,0.5,0.35,0.33,,,,,,,,,,,,,,,,,Soybean,Mg/ha/season,5.9,4,4.1,2.1,,,Maize,Mg/ha/season,,,,,,,
30,1,1,2,"O’Neill, M., Angima, S., Duinker, B., Okoba, B.",2002,Fodder Production from Contour Hedges in the Central Kenyan Highlands Fodder Production from Contour Hedges in the Central Kenyan Highlands,Journal of Sustainable Agriculture,East Africa,On-station trial,Kenya,Embu,Urban,Tropic - cool / subhumid,2,Improved integration into the cropping system,No soil conservation measure,Grass,,Pennisetum purpureum,Maize,Forage grass/shrub hedgerow w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.04,,,,,,,3.05,4.27,,,,,6.6,5.17,17.98,9.25,11.65,3.32,80.68,21.43,0.05,0.03,1.81,2.04,51.25,9.9,21.13,7.52,Mg/ha/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,4.17,0.83,0.77,6.7,6.71,4.86,3.49,4.05,3.43,8.05,5.5,4.67,4.4,0.64,0.59,2.23,2.65,8.06,6.88,Maize,Mg/ha/season,,,,,,,,,,,,,,,
81,1,1,2,"Nzabi A., Tana, P., Masinde, A., Gesare, M., Ngoti, B., Mwagi, G.",1994,Soil erosion control using exotic grasses and locally available materials in Nyamonyo and Kamingusa villages of Southwest Kenya,KARI: Participatory technology development for soil management by smallholders in Kenya,East Africa,On-farm trial,Kenya,"Kamingusa, Kendu Bay Division",Mixed Rainfed Humid,Tropic - warm / humid,3,Improved integration into the cropping system,Stones,Grass,,Panicum coloratum,,Forage grass/shrub hedgerow w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg/8m2/season,7.41,12.67,,,,,l/8m2/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1,1,3,"Nzabi A., Tana, P., Masinde, A., Gesare, M., Ngoti, B., Mwagi, G.",1994,Soil erosion control using exotic grasses and locally available materials in Nyamonyo and Kamingusa villages of Southwest Kenya,KARI: Participatory technology development for soil management by smallholders in Kenya,East Africa,On-farm trial,Kenya,"Kamingusa, Kendu Bay Division",Mixed Rainfed Humid,Tropic - warm / humid,3,Improved integration into the cropping system,Stones,Grass,,Vetiver grass,,Forage grass/shrub hedgerow w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg/8m2/season,7.41,13.12,,,,,l/8m2/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,1,5,"Mutegi, J., Mugendi, D., Verchot, L., Kung'u, J.",2008,Combining Napier grass with leguminous shrubs in contour hedgerows controls soil erosion without competing with crops,Agricultural Systems,East Africa,On-farm trial,Kenya,"Chuka Division, Meru South",Mixed Rainfed Temperate,Tropic - cool / subhumid,8,Improved integration into the cropping system,No erosion control,Grass,Calliandra calothyrsus Meissner,Pennisetum purpureum Schumach,Maize,Forage grass/shrub hedgerow w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,13.6,79.5,30.6,77.4,26.5,67.5,26.9,16.5,12.8,79.6,17.7,79.3,14.2,78.9,11.6,,,,,,,,,,,,,,,,,t/ha/season,,,,,,,,18.3,20.7,"g/kg(10-20,s2)",,,,,,,,,,,,,,,,,,,,,,,,2.2,2.2,2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,1,6,"Mutegi, J., Mugendi, D., Verchot, L., Kung'u, J.",2008,Combining Napier grass with leguminous shrubs in contour hedgerows controls soil erosion without competing with crops,Agricultural Systems,East Africa,On-farm trial,Kenya,"Chuka Division, Meru South",Mixed Rainfed Temperate,Tropic - cool / subhumid,8,Improved integration into the cropping system,No erosion control,Grass,Leucaena trichandra Zucc. Urban,Pennisetum purpureum Schumach,Maize,Forage grass/shrub hedgerow w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,14.2,79.5,35.2,77.4,33.7,67.5,21.8,16.5,10.7,79.6,17.8,79.3,13.4,78.9,13,,,,,,,,,,,,,,,,,t/ha/season,,,,,,,,18.3,18.6,"g/kg(10-20,s2)",,,,,,,,,,,,,,,,,,,,,,,,2.2,2.3,2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1,1,4,"O’Neill, M., Angima, S., Duinker, B., Okoba, B.",2002,Fodder Production from Contour Hedges in the Central Kenyan Highlands Fodder Production from Contour Hedges in the Central Kenyan Highlands,Journal of Sustainable Agriculture,East Africa,On-station trial,Kenya,Embu,Urban,Tropic - cool / subhumid,2,Improved integration into the cropping system,No soil conservation measure,Grass,Calliandra calothyrus,Pennisetum purpureum,Maize,Forage grass/shrub hedgerow w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.13,,,,,,,3.05,2.36,,,,,6.6,5.27,17.98,11.86,11.65,3.23,80.68,32.11,0.05,0,1.81,2,51.25,19.9,21.13,8.29,Mg/ha/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,3.98,0.83,0.82,6.7,7.23,4.86,4.11,4.05,4.01,8.05,6.64,4.67,4.68,0.64,0.81,2.23,2.21,8.06,6.51,Maize,Mg/ha/season,,,,,,,,,,,,,,,
4,1,1,2,"Angima, S., Stott, D.E., O’Neill, M.K., Ong, C.K. Weesies, G.A.",2002,Use of Calliandra–Napier grass contour hedges to control erosion in central Kenya,"Agriculture, Ecosystem and Environment",East Africa,On-farm trial,Kenya,"Kianjuki catchment area, Embu",Mixed Rainfed Temperate,Tropic - cool / subhumid,3,Improved integration into the cropping system,Pennisetum purpureum,Shrub,Calliandra,,Maize,Forage grass/shrub hedgerow w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,393,,,578,410,,,,,,,,,,,,,,,,,,,,,,,,,Mg/ha/yr,,,222,186,356,298,mm/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,1,3,"Mutegi, J., Mugendi, D., Verchot, L., Kung'u, J.",2008,Combining Napier grass with leguminous shrubs in contour hedgerows controls soil erosion without competing with crops,Agricultural Systems,East Africa,On-farm trial,Kenya,"Chuka Division, Meru South",Mixed Rainfed Temperate,Tropic - cool / subhumid,8,Improved integration into the cropping system,No erosion control,Shrub,Calliandra calothyrsus Meissner,,Maize,Forage grass/shrub hedgerow w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,15.5,79.5,37.5,77.4,34.9,67.5,26.5,16.5,11,79.6,26.1,79.3,28.9,78.9,23.5,,,,,,,,,,,,,,,,,t/ha/season,,,,,,,,18.3,21.7,"g/kg(10-20,s2)",,,,,,,,,,,,,,,,,,,,,,,,2.2,1.9,2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,1,4,"Mutegi, J., Mugendi, D., Verchot, L., Kung'u, J.",2008,Combining Napier grass with leguminous shrubs in contour hedgerows controls soil erosion without competing with crops,Agricultural Systems,East Africa,On-farm trial,Kenya,"Chuka Division, Meru South",Mixed Rainfed Temperate,Tropic - cool / subhumid,8,Improved integration into the cropping system,No erosion control,Shrub,Leucaena trichandra Zucc. Urban,,Maize,Forage grass/shrub hedgerow w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,14.7,79.5,46.6,77.4,37.5,67.5,29.6,16.5,12.3,79.6,29.7,79.3,28.6,78.9,9.7,,,,,,,,,,,,,,,,,t/ha/season,,,,,,,,18.3,20.8,"g/kg(10-20,s2)",,,,,,,,,,,,,,,,,,,,,,,,2.2,2.1,2,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,1,3,"Guto, S.N., Pypers, P., Vanlauwe, B., de Ridder, N., Giller, K.E.",2011,Tillage and vegetative barrier effects on soil conservation and short-term economic benefits in the Central Kenya highlands,Field Crop Research,East Africa,On-farm trial,Kenya,"Kirege location, Chuka division",Mixed Rainfed Arid,Tropic - warm / subhumid,3,Improved integration into the cropping system,No barrier,Shrub,Leucaena trichandra Zucc. Urban,,Maize-soybean rotation,Forage grass/shrub hedgerow w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2047,3450,,,,,,,1.65,1.8,,,CumnetUSD/4seasons,,0.64,0.64,0.26,0.64,,,,,,,,,,,,,,,,,Soybean,Mg/ha/season,4.7,5.6,4,4.1,,,Maize,Mg/ha/season,,,,,,,
19,1,2,3,"Guto, S.N., Pypers, P., Vanlauwe, B., de Ridder, N., Giller, K.E.",2011,Tillage and vegetative barrier effects on soil conservation and short-term economic benefits in the Central Kenya highlands,Field Crop Research,East Africa,On-farm trial,Kenya,"Kirege location, Chuka division",Mixed Rainfed Arid,Tropic - warm / subhumid,3,Improved integration into the cropping system,No barrier,Shrub,Leucaena trichandra Zucc. Urban,,Maize-soybean rotation,Forage grass/shrub hedgerow w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256,2990,,,,,,,1.52,1.46,,,CumnetUSD/4seasons,,0.62,0.6,0.35,0.39,,,,,,,,,,,,,,,,,Soybean,Mg/ha/season,5.9,5.4,4.1,3.6,,,Maize,Mg/ha/season,,,,,,,
29,1,1,2,"Niang, A., Styger, E., Gahamanyi, A., Hoekstra, D., Coe, R.",1998,Fodder-quality improvement through contour planting of legume-shrub / grass mixtures in croplands of Rwanda highlands,Agroforestry Systems,East Africa,On-farm trial,Rwanda,Bubereka Highlands,Mixed Rainfed Temperate,Tropic - cool / humid,3,Improved integration into the cropping system,Pennisetum purpureum,Shrub,Calliandra calothyrsus,,Wheat and beans,Forage grass/shrub hedgerow w food crop,26.7,15.5,,,,,,,,,,,,,,,,,,,kg/m/harvest,11.3,17.8,,,%ofDM(harvest),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.509,0.771,0.097,0.246,0.475,0.517,,,,,,,,,,,,,,,Wheat,t/ha/season,0.58,0.46,0.211,0.34,0.155,0.191,Beans,,,,,,,,
29,1,1,3,"Niang, A., Styger, E., Gahamanyi, A., Hoekstra, D., Coe, R.",1998,Fodder-quality improvement through contour planting of legume-shrub / grass mixtures in croplands of Rwanda highlands,Agroforestry Systems,East Africa,On-farm trial,Rwanda,Bubereka Highlands,Mixed Rainfed Temperate,Tropic - cool / humid,3,Improved integration into the cropping system,Pennisetum purpureum,Shrub,Sesbania sesban,,Wheat and beans,Forage grass/shrub hedgerow w food crop,26.7,14.8,,,,,,,,,,,,,,,,,,,kg/m/harvest,11.3,16.2,,,%ofDM(harvest),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.509,0.611,0.097,0.303,0.475,0.38,,,,,,,,,,,,,,,Wheat,t/ha/season,0.58,0.24,0.211,0.234,0.155,0.18,Beans,,,,,,,,
29,1,2,2,"Niang, A., Styger, E., Gahamanyi, A., Hoekstra, D., Coe, R.",1998,Fodder-quality improvement through contour planting of legume-shrub / grass mixtures in croplands of Rwanda highlands,Agroforestry Systems,East Africa,On-farm trial,Rwanda,Bubereka Highlands,Mixed Rainfed Temperate,Tropic - cool / humid,3,Improved integration into the cropping system,Setaria splendida,Shrub,Calliandra calothyrsus,,Wheat and beans,Forage grass/shrub hedgerow w food crop,6.5,7.9,,,,,,,,,,,,,,,,,,,kg/m/harvest,12.7,23.3,,,%ofDM(harvest)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.709,0.746,0.989,0.851,1.017,0.968,,,,,,,,,,,,,,,Wheat,t/ha/season,0.549,0.477,0.489,0.431,0.3,0.275,Beans,,,,,,,,
29,1,2,3,"Niang, A., Styger, E., Gahamanyi, A., Hoekstra, D., Coe, R.",1998,Fodder-quality improvement through contour planting of legume-shrub / grass mixtures in croplands of Rwanda highlands,Agroforestry Systems,East Africa,On-farm trial,Rwanda,Bubereka Highlands,Mixed Rainfed Temperate,Tropic - cool / humid,3,Improved integration into the cropping system,Setaria splendida,Shrub,Sesbania sesban,,Wheat and beans,Forage grass/shrub hedgerow w food crop,6.5,7.2,,,,,,,,,,,,,,,,,,,kg/m/harvest,12.7,20.4,,,%ofDM(harvest)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.709,0.623,0.989,0.571,1.017,1.12,,,,,,,,,,,,,,,Wheat,t/ha/season,0.549,0.271,0.489,0.329,0.3,0.274,Beans,,,,,,,,
30,1,1,3,"O’Neill, M., Angima, S., Duinker, B., Okoba, B.",2002,Fodder Production from Contour Hedges in the Central Kenyan Highlands Fodder Production from Contour Hedges in the Central Kenyan Highlands,Journal of Sustainable Agriculture,East Africa,On-station trial,Kenya,Embu,Urban,Tropic - cool / subhumid,2,Improved integration into the cropping system,No soil conservation measure,Shrub,Calliandra calothyrus,,Maize,Forage grass/shrub hedgerow w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.08,,,,,,,3.05,1.79,,,,,6.6,4.37,17.98,12.25,11.65,8.06,80.68,41.7,0.05,0.02,1.81,2.72,51.25,38.36,21.13,6.4,Mg/ha/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,4.33,0.83,0.12,6.7,7.76,4.86,5.06,4.05,4.4,8.05,8.22,4.67,5.7,0.64,0.55,2.23,1.86,8.06,7.51,Maize,Mg/ha/season,,,,,,,,,,,,,,,
56,1,1,2,"Gbaraneh , L., Ikpe, F., Larbi, A., Wahua, T.,Torunana, J.",2004,The Influence Of Lablab (Lablab purpureus) On Grain And Fodder Yield Of Maize (Zea mays) In A Humid Forest Region Of Nigeria,Journal of Applied Sciences and Environmental Management,West Africa,On-station trial,Nigeria,Onne,Other,Subtropic - warm / arid,4,Improved integration into the cropping system,Sole maize,Dual-purpose legume,Lablab purpureus,,Maize,Forage intercrop/relay w food crop,2.2,3.8,0.75,2.36,,,,,,,,,,,,,,,,,t/ha/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1,1,2,"Hassen, A., Gizachew, L., Rethman, N., van Niekerk, W.A.
Van Niekerk, W.",2007,"Influence of undersowing perennial forages in maize on grain, fodder yield and soil properties in the sub-humid region of western Ethiopia",African Journal of Range & Forage Science,East Africa,On-farm trial,Ethiopia,Bako Research Centre Western Ethiopia,Mixed Rainfed Temperate,Tropic - cool / subhumid,4,Improved integration into the cropping system,Sole maize,Grass,,Chloris gayana,,Forage intercrop/relay w food crop,7.96,12.4,,,,,,,,,,,,,,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,6.5,,,,,,,,,,,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
113,1,1,3,"Hassen, A., Gizachew, L., Rethman, N., van Niekerk, W.A.
Van Niekerk, W.",2007,"Influence of undersowing perennial forages in maize on grain, fodder yield and soil properties in the sub-humid region of western Ethiopia",African Journal of Range & Forage Science,East Africa,On-farm trial,Ethiopia,Bako Research Centre Western Ethiopia,Mixed Rainfed Temperate,Tropic - cool / subhumid,4,Improved integration into the cropping system,Sole maize,Herbaceous legume,Stylosanthes hamata,,,Forage intercrop/relay w food crop,7.96,11.02,,,,,,,,,,,,,,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,7.64,,,,,,,,,,,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
113,1,1,4,"Hassen, A., Gizachew, L., Rethman, N., van Niekerk, W.A.
Van Niekerk, W.",2007,"Influence of undersowing perennial forages in maize on grain, fodder yield and soil properties in the sub-humid region of western Ethiopia",African Journal of Range & Forage Science,East Africa,On-farm trial,Ethiopia,Bako Research Centre Western Ethiopia,Mixed Rainfed Temperate,Tropic - cool / subhumid,4,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium intortum,,,Forage intercrop/relay w food crop,7.96,10.83,,,,,,,,,,,,,,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,7.54,,,,,,,,,,,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
113,1,1,5,"Hassen, A., Gizachew, L., Rethman, N., van Niekerk, W.A.
Van Niekerk, W.",2007,"Influence of undersowing perennial forages in maize on grain, fodder yield and soil properties in the sub-humid region of western Ethiopia",African Journal of Range & Forage Science,East Africa,On-farm trial,Ethiopia,Bako Research Centre Western Ethiopia,Mixed Rainfed Temperate,Tropic - cool / subhumid,4,Improved integration into the cropping system,Sole maize,Herbaceous legume,Macrotyloma axillare,,,Forage intercrop/relay w food crop,7.96,11.82,,,,,,,,,,,,,,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,7.53,,,,,,,,,,,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
113,1,1,6,"Hassen, A., Gizachew, L., Rethman, N., van Niekerk, W.A.
Van Niekerk, W.",2007,"Influence of undersowing perennial forages in maize on grain, fodder yield and soil properties in the sub-humid region of western Ethiopia",African Journal of Range & Forage Science,East Africa,On-farm trial,Ethiopia,Bako Research Centre Western Ethiopia,Mixed Rainfed Temperate,Tropic - cool / subhumid,4,Improved integration into the cropping system,Sole maize,Herbaceous legume,Stylosanthes hamata,Chloris gayana,,Forage intercrop/relay w food crop,7.96,11.15,,,,,,,,,,,,,,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,6.76,,,,,,,,,,,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
113,1,1,7,"Hassen, A., Gizachew, L., Rethman, N., van Niekerk, W.A.
Van Niekerk, W.",2007,"Influence of undersowing perennial forages in maize on grain, fodder yield and soil properties in the sub-humid region of western Ethiopia",African Journal of Range & Forage Science,East Africa,On-farm trial,Ethiopia,Bako Research Centre Western Ethiopia,Mixed Rainfed Temperate,Tropic - cool / subhumid,4,Improved integration into the cropping system,Sole maize,Herbaceous legume,Desmodium intortum,Chloris gayana,,Forage intercrop/relay w food crop,7.96,11.48,,,,,,,,,,,,,,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,6.49,,,,,,,,,,,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
113,1,1,8,"Hassen, A., Gizachew, L., Rethman, N., van Niekerk, W.A.
Van Niekerk, W.",2007,"Influence of undersowing perennial forages in maize on grain, fodder yield and soil properties in the sub-humid region of western Ethiopia",African Journal of Range & Forage Science,East Africa,On-farm trial,Ethiopia,Bako Research Centre Western Ethiopia,Mixed Rainfed Temperate,Tropic - cool / subhumid,4,Improved integration into the cropping system,Sole maize,Herbaceous legume,Macrotyloma axillare,Chloris gayana,,Forage intercrop/relay w food crop,7.96,11.03,,,,,,,,,,,,,,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.9,,,,,,,,,,,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
