 "code" , "broader" , "label_en" , "label_ar" , "label_zh" , "label_es" , "label_fr" , "label_ru" , "alternative_label" , "definition" , "note" , "concept" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "122.23" , "122.2" , "Agglomerated cork and articles of agglomerated cork, without a binding substance, gaskets, washers and other seals of agglomerated cork, for civil aircraft" ,   ,   ,   ,   ,   ,   , "Agglomerated cork in the form of gaskets, washers and other seals of agglomerated cork, for civil aircraft." ,   , "https://stats.fao.org/classifications/FPCD/v2022/122.23" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "122.29" , "122.2" , "Other agglomerated cork and articles of agglomerated cork, without a binding substance" ,   ,   ,   ,   ,   ,   , "Other uses of agglomerated cork, e.g. building materials, moulded shapes, insulating or protecting hot water or steam piping, for the manufacture of filters, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/122.29" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "13" ,   , "SECONDARY WOOD PRODUCTS" ,   ,   ,   ,   ,   ,   , "Secondary wood products include essentially wood products and furniture. This item will consider the products resulting from further transformation of sawnwood and other wood-based material. The range of operations and process is very wide, starting with the cutting to size of components and ending with the manufacture of finished and complex products such as pieces of furniture." ,   , "https://stats.fao.org/classifications/FPCD/v2022/13" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131." , "13" , "Further processed sawnwood" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise (including strips and friezes for parquet flooring, not assembled) and continuously shaped (tongued, grooved, rebated, V-jointed, beaded, moulded, rounded or the like) along any of its edges or faces, whether or not planed, sanded or finger jointed. 
It excludes bamboo-based products and sawn or chipped wood with further treatment of edges and/or faces other than planing, or sanding." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.1" , "131." , "Further processed sawnwood, coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.11" , "131.1" , "Further processed sawnwood, coniferous, boards with rounded edges or ends" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise with rounded edges or ends." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.12" , "131.1" , "Further processed sawnwood, coniferous, V-jointed wood" ,   ,   ,   ,   ,   ,   , "It covers i.e., wood tongued and grooved with chamfered edges or ends." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.12" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.13" , "131.1" , "Further processed sawnwood, coniferous, beaded wood" ,   ,   ,   ,   ,   ,   , "It covers wood tongued and grooved with a simple bead between the edge or end and the tongue." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.13" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.14" , "131.1" , "Further processed sawnwood, coniferous, moulded wood" ,   ,   ,   ,   ,   ,   , "It covers strips of wood shaped to various contours, which are used for the manufacture of picture frames, decoration of walls, furniture, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.14" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.15" , "131.1" , "Further processed sawnwood, coniferous, rounded wood" ,   ,   ,   ,   ,   ,   , "It covers drawn woods, which are used in the manufacture of certain types of match splints, pegs for footwear, certain types of wooden sun blinds, toothpicks, cheese making screens, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.15" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.16" , "131.1" , "Further processed sawnwood, coniferous, thermowood and torrefied sawnwood" ,   ,   ,   ,   ,   ,   , "The manufacturing process of ThermoWood is based on the use of high temperature and steam. No chemicals are used in the treatment. The process improves dimensional stability and biological durability of wood. Another improvement is in the insulation properties of the final material, the process leads to a reduction in thermal conductivity. Due to the high treatment temperatures the resin is removed from the wood.

The manufacture of torrefied sawnwood consists of heating the wood at a very high temperature (from 190 to 240°C), in a torrefaction kiln (autoclave) at controlled atmosphere and low in oxygen. The length of the process, as well as the temperature degree sustained during a determined period, depends on the torrefied specie and the desired colour. This technology requires a pre-drying process using conventional kiln driers, to lower the moisture level between 6% and 10%. After that, the torrefaction kiln lowers the moisture level to 0%. Finally, the wood is placed in a conditioning chamber where the temperature is gradually lowered by controlled steam injection. The moisture level of the product is increased between 3% and 6%, in order to give back to the wood its natural flexibility. This conditioning stabilizes the wood and allows better quality manufacturing." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.16" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.19" , "131.1" , "Other coniferous further processed sawnwood" ,   ,   ,   ,   ,   ,   , "Other further processed sawnwood not mentioned in the previous items." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.2" , "131." , "Further processed sawnwood, tropical non-coniferous" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.21" , "131.2" , "Further processed sawnwood, tropical non-coniferous, boards with rounded edges or ends" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise with rounded edges or ends." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.22" , "131.2" , "Further processed sawnwood, tropical non-coniferous, V-jointed wood" ,   ,   ,   ,   ,   ,   , "It covers i.e., wood tongued and grooved with chamfered edges or ends." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.22" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.23" , "131.2" , "Further processed sawnwood, tropical non-coniferous, beaded wood" ,   ,   ,   ,   ,   ,   , "It covers wood tongued and grooved with a simple bead between the edge or end and the tongue." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.23" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.24" , "131.2" , "Further processed sawnwood, tropical non-coniferous, moulded wood" ,   ,   ,   ,   ,   ,   , "It covers strips of wood shaped to various contours, which are used for the manufacture of picture frames, decoration of walls, furniture, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.24" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.25" , "131.2" , "Further processed sawnwood, tropical non-coniferous, rounded wood" ,   ,   ,   ,   ,   ,   , "It covers drawn woods, which are used in the manufacture of certain types of match splints, pegs for footwear, certain types of wooden sun blinds, toothpicks, cheese making screens, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.25" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.26" , "131.2" , "Further processed sawnwood, tropical non-coniferous, thermowood and torrefied sawnwood" ,   ,   ,   ,   ,   ,   , "The manufacturing process of ThermoWood is based on the use of high temperature and steam. No chemicals are used in the treatment. The process improves dimensional stability and biological durability of wood. Another improvement is in the insulation properties of the final material, the process leads to a reduction in thermal conductivity. Due to the high treatment temperatures the resin is removed from the wood.

The manufacture of torrefied sawnwood consists of heating the wood at a very high temperature (from 190 to 240°C), in a torrefaction kiln (autoclave) at controlled atmosphere and low in oxygen. The length of the process, as well as the temperature degree sustained during a determined period, depends on the torrefied specie and the desired colour. This technology requires a pre-drying process using conventional kiln driers, to lower the moisture level between 6% and 10%. After that, the torrefaction kiln lowers the moisture level to 0%. Finally, the wood is placed in a conditioning chamber where the temperature is gradually lowered by controlled steam injection. The moisture level of the product is increased between 3% and 6%, in order to give back to the wood its natural flexibility. This conditioning stabilizes the wood and allows better quality manufacturing." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.26" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.29" , "131.2" , "Other tropical non-coniferous further processed sawnwood" ,   ,   ,   ,   ,   ,   , "Other further processed sawnwood not mentioned in the previous items." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.29" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.9" , "131." , "Other further processed sawnwood" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.9" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.91" , "131.9" , "Other further processed sawnwood, boards with rounded edges or ends" ,   ,   ,   ,   ,   ,   , "Wood sawn or chipped lengthwise with rounded edges or ends." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.91" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.92" , "131.9" , "Other further processed sawnwood, V-jointed wood" ,   ,   ,   ,   ,   ,   , "It covers i.e., wood tongued and grooved with chamfered edges or ends." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.92" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.93" , "131.9" , "Other further processed sawnwood, beaded wood" ,   ,   ,   ,   ,   ,   , "It covers wood tongued and grooved with a simple bead between the edge or end and the tongue." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.93" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.94" , "131.9" , "Other further processed sawnwood, moulded wood" ,   ,   ,   ,   ,   ,   , "It covers strips of wood shaped to various contours, which are used for the manufacture of picture frames, decoration of walls, furniture, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.94" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.95" , "131.9" , "Other further processed sawnwood, rounded wood" ,   ,   ,   ,   ,   ,   , "It covers drawn woods, which are used in the manufacture of certain types of match splints, pegs for footwear, certain types of wooden sun blinds, toothpicks, cheese making screens, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.95" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.96" , "131.9" , "Other further processed sawnwood, thermowood and torrefied sawnwood" ,   ,   ,   ,   ,   ,   , "The manufacturing process of ThermoWood is based on the use of high temperature and steam. No chemicals are used in the treatment. The process improves dimensional stability and biological durability of wood. Another improvement is in the insulation properties of the final material, the process leads to a reduction in thermal conductivity. Due to the high treatment temperatures the resin is removed from the wood.

The manufacture of torrefied sawnwood consists of heating the wood at a very high temperature (from 190 to 240°C), in a torrefaction kiln (autoclave) at controlled atmosphere and low in oxygen. The length of the process, as well as the temperature degree sustained during a determined period, depends on the torrefied specie and the desired colour. This technology requires a pre-drying process using conventional kiln driers, to lower the moisture level between 6% and 10%. After that, the torrefaction kiln lowers the moisture level to 0%. Finally, the wood is placed in a conditioning chamber where the temperature is gradually lowered by controlled steam injection. The moisture level of the product is increased between 3% and 6%, in order to give back to the wood its natural flexibility. This conditioning stabilizes the wood and allows better quality manufacturing." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.96" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "131.99" , "131.9" , "Other further processed sawnwood n.e.c." ,   ,   ,   ,   ,   ,   , "Other further processed sawnwood not mentioned in the previous items." ,   , "https://stats.fao.org/classifications/FPCD/v2022/131.99" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "132." , "13" , "Wooden wrapping and packaging material" ,   ,   ,   ,   ,   ,   , "It includes packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood. Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves." ,   , "https://stats.fao.org/classifications/FPCD/v2022/132." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "132.1" , "132." , "Packing cases, boxes, crates, drums and similar packings" ,   ,   ,   ,   ,   ,   , "It includes packing cases and boxes with solid sides, lids and bottoms; crates, fruit or vegetable boxes, egg trays and other containers with slatted sides and open tops; boxes made of sliced or peeled wood; match boxes and conical open containers for marketing butter, fruit, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/132.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "132.2" , "132." , "Cable drums" ,   ,   ,   ,   ,   ,   , "Cable drums are large drums, used to hold and transport electric cables, telephone cables and similar cables." ,   , "https://stats.fao.org/classifications/FPCD/v2022/132.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "132.3" , "132." , "Pallets, box pallets and other load boards" ,   ,   ,   ,   ,   ,   , "It encompasses products which serve as a portable platforms for the assembly of a quantity of goods to form a unit load for handling, transportation and storage by mechanical appliances.
It includes also platforms, post platforms, collar type box platforms, side rail platforms and end rail platforms." ,   , "https://stats.fao.org/classifications/FPCD/v2022/132.3" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "132.4" , "132." , "Pallet collars" ,   ,   ,   ,   ,   ,   , "Pallet collars are collars made up of four pieces of wood, usually with hinges on the ends to form a frame that is placed over the pallet itself." ,   , "https://stats.fao.org/classifications/FPCD/v2022/132.4" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "132.5" , "132." , "Casks, barrels, vats, tubs and other coopers' products" ,   ,   ,   ,   ,   ,   , "It includes containers which the bodies are composed of staves with grooves into which the heads and bottoms are fitted and the shape being maintained by hoops of wood or metal." ,   , "https://stats.fao.org/classifications/FPCD/v2022/132.5" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "132.6" , "132." , "Parts of coopers' products from wood, including staves" ,   ,   ,   ,   ,   ,   , "It includes barrel heads, hoopwood and unfinished staves (stavewood)." ,   , "https://stats.fao.org/classifications/FPCD/v2022/132.6" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "132.9" , "132." , "Other wooden wrapping and packaging material" ,   ,   ,   ,   ,   ,   , "Other wooden wrapping and packaging material not mentioned in the groups 132.1, 132.2, 132.3, 132.4, 132.5 and 132.6" ,   , "https://stats.fao.org/classifications/FPCD/v2022/132.9" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "133." , "13" , "Wood products for domestic/decorative use" ,   ,   ,   ,   ,   ,   , "It includes wooden frames for paintings, photographs, mirrors or similar objects; tableware and kitchenware of wood; and wood marquetry and inlaid wood, cases for jewellery or cutlery, statuettes and other ornaments of wood; hat racks.
It excludes bamboo-based products." ,   , "https://stats.fao.org/classifications/FPCD/v2022/133." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "133.1" , "133." , "Wooden frames for paintings, photographs, mirrors or similar objects" ,   ,   ,   ,   ,   ,   , "It includes wooden frames of all shapes and dimensions. The frames of the heading may also be of wood marquetry or inlaid wood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/133.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "133.11" , "133.1" , "Wooden frames for paintings, photographs, mirrors or similar objects, tropical non-coniferous" ,   ,   ,   ,   ,   ,   , "It includes wooden frames of all shapes and dimensions. The frames of the heading may also be of wood marquetry or inlaid wood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/133.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "133.19" , "133.1" , "Other Wooden frames for paintings, photographs, mirrors or similar objects" ,   ,   ,   ,   ,   ,   , "It includes wooden frames of all shapes and dimensions. The frames of the heading may also be of wood marquetry or inlaid wood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/133.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "133.2" , "133." , "Tableware and kitchenware" ,   ,   ,   ,   ,   ,   , "It includes household articles of wood, which are used as tableware or kitchenware like spoons, forks, salad servers; platters and serving dishes; jars, cups and saucers; etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/133.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "133.21" , "133.2" , "Tableware and kitchenware, tropical non-coniferous" ,   ,   ,   ,   ,   ,   , "It includes household articles of wood, which are used as tableware or kitchenware like spoons, forks, salad servers; platters and serving dishes; jars, cups and saucers; etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/133.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "133.29" , "133.2" , "Other Tableware and kitchenware" ,   ,   ,   ,   ,   ,   , "It includes household articles of wood, which are used as tableware or kitchenware like spoons, forks, salad servers; platters and serving dishes; jars, cups and saucers; etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/133.29" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "133.3" , "133." , "Wood marquetry and inlaid wood" ,   ,   ,   ,   ,   ,   , "It includes panels of wood marquetry and inlaid wood, including those partly of material other than wood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/133.3" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "133.4" , "133." , "Caskets and cases for jewellery or cutlery" ,   ,   ,   ,   ,   ,   , "It includes a wide variety of articles of generally of careful manufacture and good finish, such as small articles of cabinetwork (for example, caskets and jewel cases); small furnishing goods; decorative articles, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/133.4" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "133.5" , "133." , "Statuettes and other ornaments" ,   ,   ,   ,   ,   ,   , "It includes statuettes, animals, figures and other ornaments." ,   , "https://stats.fao.org/classifications/FPCD/v2022/133.5" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "133.51" , "133.5" , "Statuettes and other ornaments, tropical non-coniferous" ,   ,   ,   ,   ,   ,   , "It includes statuettes, animals, figures and other ornaments." ,   , "https://stats.fao.org/classifications/FPCD/v2022/133.51" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "133.59" , "133.5" , "Other Statuettes and other ornaments" ,   ,   ,   ,   ,   ,   , "It includes statuettes, animals, figures and other ornaments." ,   , "https://stats.fao.org/classifications/FPCD/v2022/133.59" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "133.9" , "133." , "Other wood products for domestic or decorative use" ,   ,   ,   ,   ,   ,   , "Other wood products for domestic and decorative use not mentioned in the groups 133.1, 133.2, 133.3, 133.4 and 133.5" ,   , "https://stats.fao.org/classifications/FPCD/v2022/133.9" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "134." , "13" , "Other manufactured wood products" ,   ,   ,   ,   ,   ,   , "It includes tools, tool handles, broom or brush bodies and handles, boot or shoe lasts or trees; clothes hangers, coffins and other articles of wood.
It excludes bamboo-based products." ,   , "https://stats.fao.org/classifications/FPCD/v2022/134." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "134.1" , "134." , "Tools, tool bodies, tool handles" ,   ,   ,   ,   ,   ,   , "It includes tool bodies of not fitted with their metal working parts and wooden handles for tools or implements of all kinds (e.g., handles for spades, shovels, rakes, hammers, screwdrivers, saws, etc.)" ,   , "https://stats.fao.org/classifications/FPCD/v2022/134.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "134.2" , "134." , "Broom or brush bodies and handles" ,   ,   ,   ,   ,   ,   , "Broom or brush bodies are pieces of wood, shaped to the actual form of broom or brush heads. They may sometimes consist of more than one piece." ,   , "https://stats.fao.org/classifications/FPCD/v2022/134.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "134.3" , "134." , "Boot or shoe lasts and trees" ,   ,   ,   ,   ,   ,   , "Boot or shoe lasts of wood and boot or shoe trees, which are used for preserving the shape or for stretching footwear." ,   , "https://stats.fao.org/classifications/FPCD/v2022/134.3" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "134.4" , "134." , "Clothes hangers" ,   ,   ,   ,   ,   ,   , "Wooden clothes hanger consists of a flat piece of wood cut into a boomerang-like shape with the edges sanded down to prevent damage to the clothing, and a hook, usually of metal, protruding from the point. Some wooden hangers have a rounded bar from tip to tip, forming a flattened triangle. This bar is designed to hang the trousers belonging to the jacket." ,   , "https://stats.fao.org/classifications/FPCD/v2022/134.4" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "134.5" , "134." , "Coffins" ,   ,   ,   ,   ,   ,   , "A coffin is a funerary box used for burial or cremation." ,   , "https://stats.fao.org/classifications/FPCD/v2022/134.5" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "134.9" , "134." , "Other manufactured wood products n.e.c." ,   ,   ,   ,   ,   ,   , "It includes match splints which are manufactured to the dimensions of matches; wood paving blocks; spools, cops, bobbins, sewing thread reels; ladders and steps; clothes pegs; oars, paddles, rudders; coffins, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/134.9" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "135." , "13" , "Builder's joinery and carpentry of wood" ,   ,   ,   ,   ,   ,   , "It includes windows, doors and coverings thereof as well as cellular wood panels, assembled parquet panels, shingles and shakes.
It excludes bamboo-based products." ,   , "https://stats.fao.org/classifications/FPCD/v2022/135." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "135.1" , "135." , "Windows, French-windows and their frames" ,   ,   ,   ,   ,   ,   , "It includes windows, French-windows and their frames used in the construction." ,   , "https://stats.fao.org/classifications/FPCD/v2022/135.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "135.11" , "135.1" , "Windows, French-windows and their frames, tropical non-coniferous" ,   ,   ,   ,   ,   ,   , "It includes windows, French-windows and their frames used in the construction." ,   , "https://stats.fao.org/classifications/FPCD/v2022/135.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "135.19" , "135.1" , "Windows, French-windows and their frames, other" ,   ,   ,   ,   ,   ,   , "It includes windows, French-windows and their frames used in the construction." ,   , "https://stats.fao.org/classifications/FPCD/v2022/135.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "135.2" , "135." , "Doors and their frames and thresholds" ,   ,   ,   ,   ,   ,   , "Doors and their frames and thresholds used in the construction. They can be made from of ordinary wood or of particle board, fibreboard, laminated wood or densified wood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/135.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "135.21" , "135.2" , "Doors and their frames and thresholds, tropical non-coniferous" ,   ,   ,   ,   ,   ,   , "Doors and their frames and thresholds used in the construction. They can be made from of ordinary wood or of particle board, fibreboard, laminated wood or densified wood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/135.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "135.29" , "135.2" , "Doors and their frames and thresholds, other" ,   ,   ,   ,   ,   ,   , "Doors and their frames and thresholds used in the construction. They can be made from of ordinary wood or of particle board, fibreboard, laminated wood or densified wood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/135.29" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "135.3" , "135." , "Shuttering for concrete constructional work" ,   ,   ,   ,   ,   ,   , "Shuttering for concrete constructional work, they can be made from of ordinary wood or of particle board, fibreboard, laminated wood or densified wood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/135.3" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "135.4" , "135." , "Shingles and shakes" ,   ,   ,   ,   ,   ,   , "A shingle is a thin piece of wood having parallel sides and tapered so that one end is thicker than the other, sawn from a shingle bolt.  It is primarily used to cover roofs and walls of buildings to protect them from the weather.

A shake is a shingle obtained by splitting, instead of sawing the bolt or plank. Shakes may be straight split or hand split and resawn tapered. It is primarily used to cover roofs and walls of buildings to protect them from the weather." ,   , "https://stats.fao.org/classifications/FPCD/v2022/135.4" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "135.5" , "135." , "Posts and beams" ,   ,   ,   ,   ,   ,   , "Posts are round, hewn, squared or split wood, usually less than 3 m in length, but possibly up to 5 m used for fencing, guard rails and the like.
Beam is a piece of wood which is typically long and squared that can be used as a building material." ,   , "https://stats.fao.org/classifications/FPCD/v2022/135.5" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "135.6" , "135." , "Assembled flooring panels" ,   ,   ,   ,   ,   ,   , "It includes solid blocks, strips, friezes, etc., assembled into flooring panels or tiles. It also includes flooring panels or tiles consisting of blocks, strips, friezes, etc., assembled on a support of one or more layers of wood, known as “multilayer” parquet flooring panels." ,   , "https://stats.fao.org/classifications/FPCD/v2022/135.6" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "135.7" , "135." , "Engineered structural timber products" ,   ,   ,   ,   ,   ,   , "Engineered structural timber products are made from sawnwood, veneers, strands of wood, or from other small wood elements that are bound together with structural resins to form structural products. They are designed for use in the same structural applications as sawnwood (e.g., girders, beams, headers, joists, studs, and columns)." ,   , "https://stats.fao.org/classifications/FPCD/v2022/135.7" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "135.71" , "135.7" , "Glue‑laminated timber (GLULAM)" ,   ,   ,   ,   ,   ,   , "Glue-laminated timber is a type of structural timber product comprising a number of layers of dimensioned timber bonded together with durable, moisture-resistant structural adhesives. The wood laminations have their grain essentially parallel." ,   , "https://stats.fao.org/classifications/FPCD/v2022/135.71" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "135.72" , "135.7" , "Cross - laminated timber (CLT or X-lam)" ,   ,   ,   ,   ,   ,   , "Cross-laminated timber consists of several layers of structural lumber boards stacked crosswise (typically at 90 degrees) and glued together on their wide faces and, sometimes, on the narrow faces as well. A cross-section of a CLT element has at least three glued layers of boards placed in orthogonally alternating orientation to the neighbouring layers. In special configurations, consecutive layers may be placed in the same direction, giving a double layer (e.g. double longitudinal layers at the outer faces and additional double layers at the core of the panel) to obtain specific structural capacities. CLT products are usually fabricated with three to seven layers and even more in some cases." ,   , "https://stats.fao.org/classifications/FPCD/v2022/135.72" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "135.73" , "135.7" , "I-beams" ,   ,   ,   ,   ,   ,   , "I-beams are strong, lightweight, "I" shaped engineered wood structural members that meet demanding performance standards. I-beams are comprised of top and bottom flanges, which resist bending, united with webs, which provide outstanding shear resistance. The flange material is typically laminated veneer lumber (LVL) or solid sawn lumber, and the web is made with plywood or OSB." ,   , "https://stats.fao.org/classifications/FPCD/v2022/135.73" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
