 "code" , "broader" , "label_en" , "label_ar" , "label_zh" , "label_es" , "label_fr" , "label_ru" , "alternative_label" , "definition" , "note" , "concept" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.393" , "031.39" , "Other shavings, for fibreboard" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.393" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.394" , "031.39" , "Other shavings, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.394" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.399" , "031.39" , "Other shavings, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.399" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.4" , "031." , "Bark removed during processing" ,   ,   ,   ,   ,   ,   , "Bark, separated from the wood in the wood-processing industries." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.4" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.41" , "031.4" , "Bark removed during processing, coniferous" ,   ,   ,   ,   ,   ,   , "Bark, separated from the wood in the wood-processing industries." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.41" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.411" , "031.41" , "Bark removed during processing, coniferous, for horticulture purposes" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.411" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.412" , "031.41" , "Bark removed during processing, coniferous, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.412" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.419" , "031.41" , "Bark removed during processing, coniferous, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.419" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.49" , "031.4" , "Other bark removed during processing" ,   ,   ,   ,   ,   ,   , "Bark, separated from the wood in the wood-processing industries." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.49" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.491" , "031.49" , "Other bark removed during processing, for horticulture purposes" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.491" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.492" , "031.49" , "Other bark removed during processing, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.492" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.499" , "031.49" , "Other bark removed during processing ,for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.499" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.9" , "031." , "Other residues of wood processing, not of solid wood" ,   ,   ,   ,   ,   ,   , "This item includes notably sander dust and contaminated process residues." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.9" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.91" , "031.9" , "Other residues of wood processing, not of solid wood, coniferous" ,   ,   ,   ,   ,   ,   , "This item includes notably sander dust and contaminated process residues." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.91" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.911" , "031.91" , "Other residues of wood processing, not of solid wood, coniferous, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.911" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.919" , "031.91" , "Other residues of wood processing, not of solid wood, coniferous, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.919" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.99" , "031.9" , "Other residues of wood processing, not of solid wood n.e.c." ,   ,   ,   ,   ,   ,   , "This item includes notably sander dust and contaminated process residues." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.99" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.991" , "031.99" , "Other residues of wood processing, not of solid wood n.e.c., for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.991" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "031.999" , "031.99" , "Other residues of wood processing, not of solid wood n.e.c., for other uses" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/031.999" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032." , "03" , "Wood chips and particles" ,   ,   ,   ,   ,   ,   , "Wood, which has been deliberately reduced to chips (flat, rigid and roughly squared), particles (thin and flexible), flakes, etc. from wood in the rough, processing residues or recovered wood products and has not been agglomerated. Wood chips and particles are used for producing cellulose pulp by mechanical means, by chemical means or by combining mechanical and chemical means, for the manufacture of fibreboard or particle board, for energy or for other purposes. The specification of the chips and particles may vary in respect to dimensions and quality according to location and end-use. The pieces are in forms ranging from flat, rigid and roughly squared chips down to small, thin flexible particles." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.1" , "032." , "Wood chips and particles from wood in the rough" ,   ,   ,   ,   ,   ,   , "Wood, which has been deliberately reduced to chips, particles, flakes, etc. directly from wood in the rough, not during the processing of wood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.11" , "032.1" , "Wood chips and particles from wood in the rough, coniferous" ,   ,   ,   ,   ,   ,   , "Wood, which has been deliberately reduced to chips, particles, flakes, etc. directly from wood in the rough, not during the processing of wood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.111" , "032.11" , "Wood chips and particles from wood in the rough, coniferous, for pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.111" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.112" , "032.11" , "Wood chips and particles from wood in the rough, coniferous, for particle board" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.112" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.113" , "032.11" , "Wood chips and particles from wood in the rough, coniferous, for fibreboard" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.113" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.114" , "032.11" , "Wood chips and particles from wood in the rough, coniferous, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.114" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.119" , "032.11" , "Wood chips and particles from wood in the rough, coniferous, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.119" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.19" , "032.1" , "Other wood chips and particles from wood in the rough" ,   ,   ,   ,   ,   ,   , "Wood, which has been deliberately reduced to chips, particles, flakes, etc. directly from wood in the rough, not during the processing of wood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.191" , "032.19" , "Other wood chips and particles from wood in the rough, for pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.191" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.192" , "032.19" , "Other wood chips and particles from wood in the rough, for particle board" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.192" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.193" , "032.19" , "Other wood chips and particles from wood in the rough, for fibreboard" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.193" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.194" , "032.19" , "Other wood chips and particles from wood in the rough, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.194" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.199" , "032.19" , "Other wood chips and particles from wood in the rough, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.199" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.2" , "032." , "Wood chips and particles from wood processing" ,   ,   ,   ,   ,   ,   , "Wood, which has been deliberately reduced to chips, particles, flakes, etc. during the processing of wood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.21" , "032.2" , "Wood chips and particles from wood processing, coniferous" ,   ,   ,   ,   ,   ,   , "Wood, which has been deliberately reduced to chips, particles, flakes, etc. during the processing of wood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.211" , "032.21" , "Wood chips and particles from wood processing, coniferous, for pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.211" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.212" , "032.21" , "Wood chips and particles from wood processing, coniferous, for particle board" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.212" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.213" , "032.21" , "Wood chips and particles from wood processing, coniferous, for fibreboard" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.213" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.214" , "032.21" , "Wood chips and particles from wood processing, coniferous, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.214" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.219" , "032.21" , "Wood chips and particles from wood processing, coniferous, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.219" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.29" , "032.2" , "Other wood chips and particles from wood processing" ,   ,   ,   ,   ,   ,   , "Wood, which has been deliberately reduced to chips, particles, flakes, etc. during the processing of wood." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.29" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.291" , "032.29" , "Other wood chips and particles from wood processing, for pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.291" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.292" , "032.29" , "Other wood chips and particles from wood processing, for particle board" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.292" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.293" , "032.29" , "Other wood chips and particles from wood processing, for fibreboard" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.293" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.294" , "032.29" , "Other wood chips and particles from wood processing, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.294" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.299" , "032.29" , "Other wood chips and particles from wood processing, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.299" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.3" , "032." , "Wood chips and particles from recovered wood products" ,   ,   ,   ,   ,   ,   , "Wood, which has been deliberately reduced to chips, particles, flakes, etc. from products wholly or mostly of wood or wood-based panels, which are no longer used for their original purpose." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.3" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.31" , "032.3" , "Wood chips and particles from recovered wood products, coniferous" ,   ,   ,   ,   ,   ,   , "Wood, which has been deliberately reduced to chips, particles, flakes, etc. from products wholly or mostly of wood or wood-based panels, which are no longer used for their original purpose." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.31" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.311" , "032.31" , "Wood chips and particles from recovered wood products, coniferous, for pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.311" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.312" , "032.31" , "Wood chips and particles from recovered wood products, coniferous, for particle board" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.312" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.313" , "032.31" , "Wood chips and particles from recovered wood products, coniferous, for fibreboard" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.313" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.314" , "032.31" , "Wood chips and particles from recovered wood products, coniferous, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.314" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.319" , "032.31" , "Wood chips and particles from recovered wood products, coniferous, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.319" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.39" , "032.3" , "Other wood chips and particles from recovered wood products" ,   ,   ,   ,   ,   ,   , "Wood, which has been deliberately reduced to chips, particles, flakes, etc. from products wholly or mostly of wood or wood-based panels, which are no longer used for their original purpose." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.39" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.391" , "032.39" , "Other wood chips and particles from recovered wood products, for pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.391" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.392" , "032.39" , "Other wood chips and particles from recovered wood products, for particle board" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.392" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.393" , "032.39" , "Other wood chips and particles from recovered wood products, for fibreboard" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.393" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.394" , "032.39" , "Other wood chips and particles from recovered wood products, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.394" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "032.399" , "032.39" , "Other wood chips and particles from recovered wood products, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/032.399" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033." , "03" , "Recoverable wood products" ,   ,   ,   ,   ,   ,   , "Products wholly or mostly of wood or wood-based panels, which are no longer used for their original purpose and which could be used as a source of raw material or energy." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.1" , "033." , "Uncontaminated recoverable wood products" ,   ,   ,   ,   ,   ,   , "The recoverable wood products have not been contaminated (e.g. by impregnation, gluing, coating, painting or nailing) to such an extent that they are unsuitable as raw material for pulp particle board or fibreboard. Examples are some pallets and wood packing cases." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.11" , "033.1" , "Uncontaminated recoverable wood products, coniferous" ,   ,   ,   ,   ,   ,   , "The recoverable wood products have not been contaminated (e.g. by impregnation, gluing, coating, painting or nailing) to such an extent that they are unsuitable as raw material for pulp particle board or fibreboard. Examples are some pallets and wood packing cases." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.111" , "033.11" , "Uncontaminated recoverable wood products, coniferous, for pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.111" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.112" , "033.11" , "Uncontaminated recoverable wood products, coniferous, for particle board" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.112" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.113" , "033.11" , "Uncontaminated recoverable wood products, coniferous, for fibreboard" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.113" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.114" , "033.11" , "Uncontaminated recoverable wood products, coniferous, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.114" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.119" , "033.11" , "Uncontaminated recoverable wood products, coniferous, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.119" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.19" , "033.1" , "Other uncontaminated recoverable wood products" ,   ,   ,   ,   ,   ,   , "The recoverable wood products have not been contaminated (e.g. by impregnation, gluing, coating, painting or nailing) to such an extent that they are unsuitable as raw material for pulp particle board or fibreboard. Examples are some pallets and wood packing cases." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.191" , "033.19" , "Other uncontaminated recoverable wood products, for pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.191" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.192" , "033.19" , "Other uncontaminated recoverable wood products, for particle board" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.192" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.193" , "033.19" , "Other uncontaminated recoverable wood products, for fibreboard" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.193" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.194" , "033.19" , "Other uncontaminated recoverable wood products, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.194" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.199" , "033.19" , "Other uncontaminated recoverable wood products, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.199" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.2" , "033." , "Contaminated recoverable wood products" ,   ,   ,   ,   ,   ,   , "The recoverable wood products have been contaminated (e.g. by impregnation, gluing, coating, painting or nailing) to such an extent that they are unsuitable as raw material for pulp particle board or fibreboard. They are usually only suitable as energy source." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.21" , "033.2" , "Contaminated recoverable wood products, coniferous" ,   ,   ,   ,   ,   ,   , "The recoverable wood products have been contaminated (e.g. by impregnation, gluing, coating, painting or nailing) to such an extent that they are unsuitable as raw material for pulp particle board or fibreboard. They are usually only suitable as energy source." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.211" , "033.21" , "Contaminated recoverable wood products, coniferous, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.211" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.219" , "033.21" , "Contaminated recoverable wood products, coniferous, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.219" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.29" , "033.2" , "Other contaminated recoverable wood products" ,   ,   ,   ,   ,   ,   , "The recoverable wood products have been contaminated (e.g. by impregnation, gluing, coating, painting or nailing) to such an extent that they are unsuitable as raw material for pulp particle board or fibreboard. They are usually only suitable as energy source." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.29" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.291" , "033.29" , "Other contaminated recoverable wood products, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.291" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "033.299" , "033.29" , "Other contaminated recoverable wood products, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/033.299" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "04" ,   , "WOOD PELLETS AND OTHER AGGLOMERATES" ,   ,   ,   ,   ,   ,   , "Agglomerates produced from co-products (such as cutter shavings, sawdust or chips) of the mechanical wood processing industry, furniture-making industry or other wood transformation activities." ,   , "https://stats.fao.org/classifications/FPCD/v2022/04" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "041." , "04" , "Wood pellets" ,   ,   ,   ,   ,   ,   , "Agglomerates produced either directly by compression or by the addition of a binder in a proportion not exceeding 3% by weight. Such pellets are cylindrical, with a diameter not exceeding 25 mm and a length not exceeding 100 mm." ,   , "https://stats.fao.org/classifications/FPCD/v2022/041." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "041.1" , "041." , "Wood pellets, coniferous" ,   ,   ,   ,   ,   ,   , "Agglomerates produced either directly by compression or by the addition of a binder in a proportion not exceeding 3% by weight. Such pellets are cylindrical, with a diameter not exceeding 25 mm and a length not exceeding 100 mm." ,   , "https://stats.fao.org/classifications/FPCD/v2022/041.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "041.11" , "041.1" , "Wood pellets, coniferous, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/041.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "041.19" , "041.1" , "Wood pellets, coniferous, for uses n.e.c. (bedding, absorbents,…)" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/041.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "041.9" , "041." , "Other wood pellets" ,   ,   ,   ,   ,   ,   , "Agglomerates produced either directly by compression or by the addition of a binder in a proportion not exceeding 3% by weight. Such pellets are cylindrical, with a diameter not exceeding 25 mm and a length not exceeding 100 mm." ,   , "https://stats.fao.org/classifications/FPCD/v2022/041.9" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "041.91" , "041.9" , "Other wood pellets, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/041.91" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "041.99" , "041.9" , "Other wood pellets, for uses n.e.c. (bedding, absorbents,…)" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/041.99" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "042." , "04" , "Wood briquettes" ,   ,   ,   ,   ,   ,   , "Agglomerates produced either directly by compression or by the addition of a binder. Briquettes are cylindrical, with a diameter exceeding 25 mm (usually from 75 mm to 90 mm) and a length up to 300 mm." ,   , "https://stats.fao.org/classifications/FPCD/v2022/042." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "042.1" , "042." , "Wood briquettes, coniferous" ,   ,   ,   ,   ,   ,   , "Agglomerates produced either directly by compression or by the addition of a binder. Briquettes are cylindrical, with a diameter exceeding 25 mm (usually from 75 mm to 90 mm) and a length up to 300 mm." ,   , "https://stats.fao.org/classifications/FPCD/v2022/042.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "043." , "04" , "Other agglomerates" ,   ,   ,   ,   ,   ,   , "Agglomerates other than wood pellets and wood briquettes, for example logs." ,   , "https://stats.fao.org/classifications/FPCD/v2022/043." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "043.1" , "043." , "Other agglomerates, coniferous" ,   ,   ,   ,   ,   ,   , "Agglomerates other than wood pellets and wood briquettes, for example logs." ,   , "https://stats.fao.org/classifications/FPCD/v2022/043.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "043.11" , "043.1" , "Other agglomerates, coniferous, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/043.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "043.19" , "043.1" , "Other agglomerates, coniferous, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/043.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
