authors,doi,C_product,T_product,T_product_simple,C_product_simple,out_subindicator,T_out_sample_size,C_out_mean,C_out_sd,T_out_mean,T_out_sd,T_out_cv,C_out_cv,has_sd,T_out_cv_average,C_out_cv_average,T_out_cv_filled,C_out_cv_filled,lnRR_all_cases,var_all_cases,lnRR_missing_cases,var_missing_cases
Camara,10.1111/wbm.12158,Finger Millet,Finger Millet,Finger Millet,Finger Millet,Crop Yield,4,31,NA,98,NA,NA,NA,FALSE,2.7100317102401306,1.3194766152423083,2.7100317102401306,1.3194766152423083,0.450573607643457,4.051618691487624,0.450573607643457,4.051618691487624
Camara,10.1111/wbm.12158,Finger Millet,Finger Millet,Finger Millet,Finger Millet,Crop Yield,4,66,NA,69,NA,NA,NA,FALSE,2.7100317102401306,1.3194766152423083,2.7100317102401306,1.3194766152423083,-0.6559549039711348,4.051618691487624,-0.6559549039711348,4.051618691487624
Camara,10.1111/wbm.12158,Finger Millet,Finger Millet,Finger Millet,Finger Millet,Crop Yield,4,66,NA,54,NA,NA,NA,FALSE,2.7100317102401306,1.3194766152423083,2.7100317102401306,1.3194766152423083,-0.9010773620041197,4.051618691487624,-0.9010773620041197,4.051618691487624
Camara,10.1111/wbm.12158,Finger Millet,Finger Millet,Finger Millet,Finger Millet,Crop Yield,4,66,NA,95,NA,NA,NA,FALSE,2.7100317102401306,1.3194766152423083,2.7100317102401306,1.3194766152423083,-0.3361845169678533,4.051618691487624,-0.3361845169678533,4.051618691487624
Camara,10.1111/wbm.12158,Finger Millet,Finger Millet,Finger Millet,Finger Millet,Crop Yield,4,66,NA,53,NA,NA,NA,FALSE,2.7100317102401306,1.3194766152423083,2.7100317102401306,1.3194766152423083,-0.9197694950162724,4.051618691487624,-0.9197694950162724,4.051618691487624
Camara,10.1111/wbm.12158,Finger Millet,Finger Millet,Finger Millet,Finger Millet,Crop Yield,4,66,NA,214,NA,NA,NA,FALSE,2.7100317102401306,1.3194766152423083,2.7100317102401306,1.3194766152423083,0.4759146064534572,4.051618691487624,0.4759146064534572,4.051618691487624
Camara,10.1111/wbm.12158,Finger Millet,Finger Millet,Finger Millet,Finger Millet,Crop Yield,4,66,NA,98,NA,NA,NA,FALSE,2.7100317102401306,1.3194766152423083,2.7100317102401306,1.3194766152423083,-0.3050939298978222,4.051618691487624,-0.3050939298978222,4.051618691487624
Camara,10.1111/wbm.12158,Finger Millet,Finger Millet,Finger Millet,Finger Millet,Crop Yield,4,29,NA,69,NA,NA,NA,FALSE,2.7100317102401306,1.3194766152423083,2.7100317102401306,1.3194766152423083,0.16640400806881683,4.051618691487624,0.16640400806881683,4.051618691487624
Camara,10.1111/wbm.12158,Finger Millet,Finger Millet,Finger Millet,Finger Millet,Crop Yield,4,29,NA,54,NA,NA,NA,FALSE,2.7100317102401306,1.3194766152423083,2.7100317102401306,1.3194766152423083,-0.07871844996416821,4.051618691487624,-0.07871844996416821,4.051618691487624
Camara,10.1111/wbm.12158,Finger Millet,Finger Millet,Finger Millet,Finger Millet,Crop Yield,4,29,NA,95,NA,NA,NA,FALSE,2.7100317102401306,1.3194766152423083,2.7100317102401306,1.3194766152423083,0.48617439507209825,4.051618691487624,0.48617439507209825,4.051618691487624
Camara,10.1111/wbm.12158,Finger Millet,Finger Millet,Finger Millet,Finger Millet,Crop Yield,4,29,NA,53,NA,NA,NA,FALSE,2.7100317102401306,1.3194766152423083,2.7100317102401306,1.3194766152423083,-0.09741058297632077,4.051618691487624,-0.09741058297632077,4.051618691487624
Camara,10.1111/wbm.12158,Finger Millet,Finger Millet,Finger Millet,Finger Millet,Crop Yield,4,29,NA,214,NA,NA,NA,FALSE,2.7100317102401306,1.3194766152423083,2.7100317102401306,1.3194766152423083,1.2982735184934089,4.051618691487624,1.2982735184934089,4.051618691487624
Camara,10.1111/wbm.12158,Finger Millet,Finger Millet,Finger Millet,Finger Millet,Crop Yield,4,29,NA,98,NA,NA,NA,FALSE,2.7100317102401306,1.3194766152423083,2.7100317102401306,1.3194766152423083,0.5172649821421293,4.051618691487624,0.5172649821421293,4.051618691487624
Camara,10.1111/wbm.12158,Groundnut or Peanut,Groundnut or Peanut,Groundnut,Groundnut,Crop Yield,4,903,NA,1053,NA,NA,NA,FALSE,0.2580663627831242,0.19754544096918808,0.2580663627831242,0.19754544096918808,0.15022920292294004,0.026591806426531375,0.15022920292294004,0.026591806426531375
Camara,10.1111/wbm.12158,Groundnut or Peanut,Groundnut or Peanut,Groundnut,Groundnut,Crop Yield,4,903,NA,627,NA,NA,NA,FALSE,0.2580663627831242,0.19754544096918808,0.2580663627831242,0.19754544096918808,-0.36822276857811476,0.026591806426531375,-0.36822276857811476,0.026591806426531375
Camara,10.1111/wbm.12158,Groundnut or Peanut,Groundnut or Peanut,Groundnut,Groundnut,Crop Yield,4,903,NA,887,NA,NA,NA,FALSE,0.2580663627831242,0.19754544096918808,0.2580663627831242,0.19754544096918808,-0.021324326901455914,0.026591806426531375,-0.021324326901455914,0.026591806426531375
Camara,10.1111/wbm.12158,Groundnut or Peanut,Groundnut or Peanut,Groundnut,Groundnut,Crop Yield,4,903,NA,722,NA,NA,NA,FALSE,0.2580663627831242,0.19754544096918808,0.2580663627831242,0.19754544096918808,-0.22714417031820927,0.026591806426531375,-0.22714417031820927,0.026591806426531375
Camara,10.1111/wbm.12158,Groundnut or Peanut,Groundnut or Peanut,Groundnut,Groundnut,Crop Yield,4,797,NA,1053,NA,NA,NA,FALSE,0.2580663627831242,0.19754544096918808,0.2580663627831242,0.19754544096918808,0.2750970775497104,0.026591806426531375,0.2750970775497104,0.026591806426531375
Camara,10.1111/wbm.12158,Groundnut or Peanut,Groundnut or Peanut,Groundnut,Groundnut,Crop Yield,4,797,NA,627,NA,NA,NA,FALSE,0.2580663627831242,0.19754544096918808,0.2580663627831242,0.19754544096918808,-0.24335489395134444,0.026591806426531375,-0.24335489395134444,0.026591806426531375
Camara,10.1111/wbm.12158,Groundnut or Peanut,Groundnut or Peanut,Groundnut,Groundnut,Crop Yield,4,797,NA,887,NA,NA,NA,FALSE,0.2580663627831242,0.19754544096918808,0.2580663627831242,0.19754544096918808,0.10354354772531435,0.026591806426531375,0.10354354772531435,0.026591806426531375
Camara,10.1111/wbm.12158,Groundnut or Peanut,Groundnut or Peanut,Groundnut,Groundnut,Crop Yield,4,797,NA,722,NA,NA,NA,FALSE,0.2580663627831242,0.19754544096918808,0.2580663627831242,0.19754544096918808,-0.10227629569143887,0.026591806426531375,-0.10227629569143887,0.026591806426531375
Camara,10.1111/wbm.12158,Groundnut or Peanut,Groundnut or Peanut,Groundnut,Groundnut,Crop Yield,4,761,NA,1053,NA,NA,NA,FALSE,0.2580663627831242,0.19754544096918808,0.2580663627831242,0.19754544096918808,0.3213183984782397,0.026591806426531375,0.3213183984782397,0.026591806426531375
Camara,10.1111/wbm.12158,Groundnut or Peanut,Groundnut or Peanut,Groundnut,Groundnut,Crop Yield,4,761,NA,627,NA,NA,NA,FALSE,0.2580663627831242,0.19754544096918808,0.2580663627831242,0.19754544096918808,-0.19713357302281517,0.026591806426531375,-0.19713357302281517,0.026591806426531375
Camara,10.1111/wbm.12158,Groundnut or Peanut,Groundnut or Peanut,Groundnut,Groundnut,Crop Yield,4,761,NA,887,NA,NA,NA,FALSE,0.2580663627831242,0.19754544096918808,0.2580663627831242,0.19754544096918808,0.14976486865384359,0.026591806426531375,0.14976486865384359,0.026591806426531375
Camara,10.1111/wbm.12158,Groundnut or Peanut,Groundnut or Peanut,Groundnut,Groundnut,Crop Yield,4,761,NA,722,NA,NA,NA,FALSE,0.2580663627831242,0.19754544096918808,0.2580663627831242,0.19754544096918808,-0.05605497476290966,0.026591806426531375,-0.05605497476290966,0.026591806426531375
Camara,10.1111/wbm.12158,Groundnut or Peanut,Groundnut or Peanut,Groundnut,Groundnut,Crop Yield,4,378,NA,1053,NA,NA,NA,FALSE,0.2580663627831242,0.19754544096918808,0.2580663627831242,0.19754544096918808,1.0210575607203376,0.026591806426531375,1.0210575607203376,0.026591806426531375
Camara,10.1111/wbm.12158,Groundnut or Peanut,Groundnut or Peanut,Groundnut,Groundnut,Crop Yield,4,378,NA,627,NA,NA,NA,FALSE,0.2580663627831242,0.19754544096918808,0.2580663627831242,0.19754544096918808,0.5026055892192831,0.026591806426531375,0.5026055892192831,0.026591806426531375
Camara,10.1111/wbm.12158,Groundnut or Peanut,Groundnut or Peanut,Groundnut,Groundnut,Crop Yield,4,378,NA,887,NA,NA,NA,FALSE,0.2580663627831242,0.19754544096918808,0.2580663627831242,0.19754544096918808,0.8495040308959418,0.026591806426531375,0.8495040308959418,0.026591806426531375
Camara,10.1111/wbm.12158,Groundnut or Peanut,Groundnut or Peanut,Groundnut,Groundnut,Crop Yield,4,378,NA,722,NA,NA,NA,FALSE,0.2580663627831242,0.19754544096918808,0.2580663627831242,0.19754544096918808,0.6436841874791885,0.026591806426531375,0.6436841874791885,0.026591806426531375
Gurama,NA,Tomato (Total Yield),Tomato (Total Yield),Tomato,Tomato,Crop Yield,3,1.37,NA,1.57,NA,NA,NA,FALSE,0.16425,0.16425,0.16425,0.16425,0.13626487952018318,0.01806624342847266,0.13626487952018318,0.01806624342847266
Gurama,NA,Tomato (Total Yield),Tomato (Total Yield),Tomato,Tomato,Crop Yield,3,1.37,NA,1.65,NA,NA,NA,FALSE,0.16425,0.16425,0.16425,0.16425,0.1859645480724555,0.01806624342847266,0.1859645480724555,0.01806624342847266
Gurama,NA,Tomato (Total Yield),Tomato (Total Yield),Tomato,Tomato,Crop Yield,3,1.37,NA,1.62,NA,NA,NA,FALSE,0.16425,0.16425,0.16425,0.16425,0.16761540940425906,0.01806624342847266,0.16761540940425906,0.01806624342847266
Gurama,NA,Tomato (Total Yield),Tomato (Total Yield),Tomato,Tomato,Crop Yield,3,1.37,NA,1.6,NA,NA,NA,FALSE,0.16425,0.16425,0.16425,0.16425,0.15519288940570192,0.01806624342847266,0.15519288940570192,0.01806624342847266
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,22.9,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.08835752717043398,0.08456325888094098,0.08835752717043398,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,7.6,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,-1.0146311360974747,0.08456325888094098,-1.0146311360974747,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,27,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.2530574826145692,0.08456325888094098,0.2530574826145692,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,9.3,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,-0.8127649832305496,0.08456325888094098,-0.8127649832305496,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,30.2,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.36506254099106383,0.08456325888094098,0.36506254099106383,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,10.6,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,-0.6819253822717386,0.08456325888094098,-0.6819253822717386,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,22.6,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.07517052288848033,0.08456325888094098,0.07517052288848033,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,7.5,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,-1.0278763628474952,0.08456325888094098,-1.0278763628474952,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,22.7,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.07958554109759702,0.08456325888094098,0.07958554109759702,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,8.1,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,-0.950915321711367,0.08456325888094098,-0.950915321711367,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,26.3,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.2267895557939589,0.08456325888094098,0.2267895557939589,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,8.9,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,-0.8567281066516658,0.08456325888094098,-0.8567281066516658,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,25.1,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.18008846274797818,0.08456325888094098,0.18008846274797818,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,8.8,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,-0.8680276619055991,0.08456325888094098,-0.8680276619055991,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,31.2,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.39763871142567664,0.08456325888094098,0.39763871142567664,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,11,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,-0.6448841105913894,0.08456325888094098,-0.6448841105913894,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,29,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.3245164465967141,0.08456325888094098,0.3245164465967141,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,9.9,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,-0.7502446262492157,0.08456325888094098,-0.7502446262492157,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,28.3,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.30008242125943196,0.08456325888094098,0.30008242125943196,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,10.1,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,-0.7302439595425462,0.08456325888094098,-0.7302439595425462,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,35.2,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.5182666992142916,0.08456325888094098,0.5182666992142916,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,12.1,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,-0.5495739307870646,0.08456325888094098,-0.5495739307870646,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,29.5,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.34161087995601425,0.08456325888094098,0.34161087995601425,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,10.6,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,-0.6819253822717386,0.08456325888094098,-0.6819253822717386,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,27.8,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.28225663730683137,0.08456325888094098,0.28225663730683137,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,9.6,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,-0.7810162849159694,0.08456325888094098,-0.7810162849159694,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,27.3,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.2641073188011541,0.08456325888094098,0.2641073188011541,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,9.4,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,-0.8020696941138017,0.08456325888094098,-0.8020696941138017,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,23.9,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.1310990755477049,0.08456325888094098,0.1310990755477049,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,20.95,NA,8.4,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,-0.9145476775404919,0.08456325888094098,-0.9145476775404919,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,22.9,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,1.1845860244832673,0.08456325888094098,1.1845860244832673,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,7.6,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.08159736121535871,0.08456325888094098,0.08159736121535871,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,27,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,1.3492859799274026,0.08456325888094098,1.3492859799274026,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,9.3,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.28346351408228376,0.08456325888094098,0.28346351408228376,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,30.2,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,1.4612910383038973,0.08456325888094098,1.4612910383038973,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,10.6,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.41430311504109485,0.08456325888094098,0.41430311504109485,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,22.6,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,1.1713990202013136,0.08456325888094098,1.1713990202013136,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,7.5,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.06835213446533812,0.08456325888094098,0.06835213446533812,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,22.7,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,1.1758140384104305,0.08456325888094098,1.1758140384104305,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,8.1,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.1453131756014664,0.08456325888094098,0.1453131756014664,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,26.3,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,1.3230180531067923,0.08456325888094098,1.3230180531067923,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,8.9,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.23950039066116766,0.08456325888094098,0.23950039066116766,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,25.1,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,1.2763169600608117,0.08456325888094098,1.2763169600608117,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,8.8,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.22820083540723435,0.08456325888094098,0.22820083540723435,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,31.2,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,1.49386720873851,0.08456325888094098,1.49386720873851,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,11,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.45134438672144395,0.08456325888094098,0.45134438672144395,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,29,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,1.4207449439095476,0.08456325888094098,1.4207449439095476,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,9.9,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.3459838710636177,0.08456325888094098,0.3459838710636177,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,28.3,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,1.3963109185722653,0.08456325888094098,1.3963109185722653,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,10.1,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.36598453777028717,0.08456325888094098,0.36598453777028717,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,35.2,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,1.614495196527125,0.08456325888094098,1.614495196527125,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,12.1,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.5466545665257687,0.08456325888094098,0.5466545665257687,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,29.5,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,1.4378393772688476,0.08456325888094098,1.4378393772688476,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,10.6,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.41430311504109485,0.08456325888094098,0.41430311504109485,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,27.8,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,1.378485134619665,0.08456325888094098,1.378485134619665,0.08456325888094098
Biratu,10.1016/j.heliyon.2018.e00759,Cassava or Yuca,Cassava or Yuca,Cassava,Cassava,Crop Yield,3,7,NA,9.6,NA,NA,NA,FALSE,0.3552360166190736,0.3497830833155128,0.3552360166190736,0.3497830833155128,0.3152122123968639,0.08456325888094098,0.3152122123968639,0.08456325888094098
